Progetto;#Training Release;%Training;%Buggy in training;%Buggy in test;Classifier;Feature selection;Sensitivity;Balancing;TP;FP;TN;FN;Precision;Recall;Area Under ROC;Kappa
BOOKKEEPER;3;0.78;0.50;0.27;Random Forest;Best First;sensitive learning;Oversampling;27.00;27.00;295.00;91.00;0.50;0.23;0.79;0.18
BOOKKEEPER;4;0.83;0.50;0.46;Random Forest;Best First;sensitive learning;Oversampling;135.00;5.00;236.00;70.00;0.96;0.66;0.86;0.65
BOOKKEEPER;5;0.85;0.50;0.46;Random Forest;Best First;sensitive learning;Oversampling;185.00;3.00;241.00;23.00;0.98;0.89;0.98;0.88
BOOKKEEPER;6;0.82;0.50;0.10;Random Forest;Best First;sensitive learning;Oversampling;57.00;342.00;275.00;15.00;0.14;0.79;0.68;0.08
BOOKKEEPER;7;0.86;0.50;0.08;Random Forest;Best First;sensitive learning;Oversampling;5.00;92.00;548.00;48.00;0.05;0.09;0.66;-0.04
BOOKKEEPER;8;0.89;0.50;0.09;Random Forest;Best First;sensitive learning;Oversampling;51.00;117.00;513.00;15.00;0.30;0.77;0.84;0.35
BOOKKEEPER;9;0.95;0.50;0.09;Random Forest;Best First;sensitive learning;Oversampling;9.00;29.00;279.00;20.00;0.24;0.31;0.74;0.19
MEAN;;;;;;;;58.89;77.78;322.11;40.44;0.45;0.51;0.77;0.32
;
BOOKKEEPER;1;0.33;0.50;0.22;Random Forest;Best First;no sensitive;Undersampling;20.00;10.00;225.00;46.00;0.67;0.30;0.73;0.32
BOOKKEEPER;2;0.39;0.50;0.18;Random Forest;Best First;no sensitive;Undersampling;33.00;42.00;320.00;44.00;0.44;0.43;0.76;0.32
BOOKKEEPER;3;0.50;0.50;0.27;Random Forest;Best First;no sensitive;Undersampling;38.00;15.00;307.00;80.00;0.72;0.32;0.81;0.33
BOOKKEEPER;4;0.60;0.50;0.46;Random Forest;Best First;no sensitive;Undersampling;131.00;8.00;233.00;74.00;0.94;0.64;0.87;0.62
BOOKKEEPER;5;0.70;0.50;0.46;Random Forest;Best First;no sensitive;Undersampling;192.00;5.00;239.00;16.00;0.97;0.92;0.98;0.91
BOOKKEEPER;6;0.68;0.50;0.10;Random Forest;Best First;no sensitive;Undersampling;60.00;355.00;262.00;12.00;0.14;0.83;0.72;0.08
BOOKKEEPER;7;0.70;0.50;0.08;Random Forest;Best First;no sensitive;Undersampling;6.00;89.00;551.00;47.00;0.06;0.11;0.68;-0.02
BOOKKEEPER;8;0.71;0.50;0.09;Random Forest;Best First;no sensitive;Undersampling;48.00;112.00;518.00;18.00;0.30;0.73;0.84;0.34
BOOKKEEPER;9;0.85;0.50;0.09;Random Forest;Best First;no sensitive;Undersampling;12.00;18.00;290.00;17.00;0.40;0.41;0.78;0.35
MEAN;;;;;;;;60.00;72.67;327.22;39.33;0.52;0.52;0.80;0.36
;
BOOKKEEPER;1;0.33;0.50;0.22;Random Forest;Best First;threshold;Undersampling;28.00;19.00;216.00;38.00;0.60;0.42;0.67;0.38
BOOKKEEPER;2;0.39;0.50;0.18;Random Forest;Best First;threshold;Undersampling;29.00;45.00;317.00;48.00;0.39;0.38;0.63;0.26
BOOKKEEPER;3;0.50;0.50;0.27;Random Forest;Best First;threshold;Undersampling;56.00;26.00;296.00;62.00;0.68;0.47;0.70;0.44
BOOKKEEPER;4;0.60;0.50;0.46;Random Forest;Best First;threshold;Undersampling;134.00;13.00;228.00;71.00;0.91;0.65;0.80;0.61
BOOKKEEPER;5;0.70;0.50;0.46;Random Forest;Best First;threshold;Undersampling;194.00;7.00;237.00;14.00;0.97;0.93;0.95;0.91
BOOKKEEPER;6;0.68;0.50;0.10;Random Forest;Best First;threshold;Undersampling;55.00;351.00;266.00;17.00;0.14;0.76;0.60;0.06
BOOKKEEPER;7;0.70;0.50;0.08;Random Forest;Best First;threshold;Undersampling;5.00;105.00;535.00;48.00;0.05;0.09;0.47;-0.05
BOOKKEEPER;8;0.71;0.50;0.09;Random Forest;Best First;threshold;Undersampling;48.00;122.00;508.00;18.00;0.28;0.73;0.77;0.31
BOOKKEEPER;9;0.85;0.50;0.09;Random Forest;Best First;threshold;Undersampling;5.00;12.00;296.00;24.00;0.29;0.17;0.57;0.16
MEAN;;;;;;;;61.56;77.78;322.11;37.78;0.48;0.51;0.68;0.34
;
BOOKKEEPER;1;0.33;0.50;0.22;Random Forest;Best First;sensitive learning;Undersampling;20.00;10.00;225.00;46.00;0.67;0.30;0.73;0.32
BOOKKEEPER;2;0.39;0.50;0.18;Random Forest;Best First;sensitive learning;Undersampling;33.00;42.00;320.00;44.00;0.44;0.43;0.76;0.32
BOOKKEEPER;3;0.50;0.50;0.27;Random Forest;Best First;sensitive learning;Undersampling;38.00;15.00;307.00;80.00;0.72;0.32;0.81;0.33
BOOKKEEPER;4;0.60;0.50;0.46;Random Forest;Best First;sensitive learning;Undersampling;131.00;8.00;233.00;74.00;0.94;0.64;0.87;0.62
BOOKKEEPER;5;0.70;0.50;0.46;Random Forest;Best First;sensitive learning;Undersampling;192.00;5.00;239.00;16.00;0.97;0.92;0.98;0.91
BOOKKEEPER;6;0.68;0.50;0.10;Random Forest;Best First;sensitive learning;Undersampling;60.00;355.00;262.00;12.00;0.14;0.83;0.72;0.08
BOOKKEEPER;7;0.70;0.50;0.08;Random Forest;Best First;sensitive learning;Undersampling;6.00;89.00;551.00;47.00;0.06;0.11;0.68;-0.02
BOOKKEEPER;8;0.71;0.50;0.09;Random Forest;Best First;sensitive learning;Undersampling;48.00;112.00;518.00;18.00;0.30;0.73;0.84;0.34
BOOKKEEPER;9;0.85;0.50;0.09;Random Forest;Best First;sensitive learning;Undersampling;12.00;18.00;290.00;17.00;0.40;0.41;0.78;0.35
MEAN;;;;;;;;60.00;72.67;327.22;39.33;0.52;0.52;0.80;0.36
;
BOOKKEEPER;1;0.51;0.47;0.22;Random Forest;Best First;no sensitive;Smote;22.00;9.00;226.00;44.00;0.71;0.33;0.72;0.36
BOOKKEEPER;2;0.61;0.41;0.18;Random Forest;Best First;no sensitive;Smote;20.00;22.00;340.00;57.00;0.48;0.26;0.77;0.24
BOOKKEEPER;3;0.76;0.46;0.27;Random Forest;Best First;no sensitive;Smote;30.00;22.00;300.00;88.00;0.58;0.25;0.78;0.23
BOOKKEEPER;4;0.82;0.48;0.46;Random Forest;Best First;no sensitive;Smote;47.00;4.00;237.00;158.00;0.92;0.23;0.75;0.23
BOOKKEEPER;5;0.84;0.45;0.46;Random Forest;Best First;no sensitive;Smote;175.00;3.00;241.00;33.00;0.98;0.84;0.99;0.84
BOOKKEEPER;6;0.82;0.49;0.10;Random Forest;Best First;no sensitive;Smote;60.00;355.00;262.00;12.00;0.14;0.83;0.72;0.08
BOOKKEEPER;7;0.85;0.43;0.08;Random Forest;Best First;no sensitive;Smote;1.00;44.00;596.00;52.00;0.02;0.02;0.64;-0.05
BOOKKEEPER;8;0.89;0.48;0.09;Random Forest;Best First;no sensitive;Smote;47.00;107.00;523.00;19.00;0.31;0.71;0.82;0.34
BOOKKEEPER;9;0.95;0.45;0.09;Random Forest;Best First;no sensitive;Smote;10.00;16.00;292.00;19.00;0.38;0.34;0.80;0.31
MEAN;;;;;;;;45.78;64.67;335.22;53.56;0.50;0.43;0.78;0.29
;
BOOKKEEPER;1;0.51;0.47;0.22;Random Forest;Best First;threshold;Smote;24.00;21.00;214.00;42.00;0.53;0.36;0.64;0.31
BOOKKEEPER;2;0.61;0.41;0.18;Random Forest;Best First;threshold;Smote;19.00;19.00;343.00;58.00;0.50;0.25;0.60;0.24
BOOKKEEPER;3;0.76;0.46;0.27;Random Forest;Best First;threshold;Smote;43.00;37.00;285.00;75.00;0.54;0.36;0.62;0.28
BOOKKEEPER;4;0.82;0.48;0.46;Random Forest;Best First;threshold;Smote;54.00;4.00;237.00;151.00;0.93;0.26;0.62;0.26
BOOKKEEPER;5;0.84;0.45;0.46;Random Forest;Best First;threshold;Smote;168.00;3.00;241.00;40.00;0.98;0.81;0.90;0.81
BOOKKEEPER;6;0.82;0.49;0.10;Random Forest;Best First;threshold;Smote;44.00;207.00;410.00;28.00;0.18;0.61;0.64;0.13
BOOKKEEPER;7;0.85;0.43;0.08;Random Forest;Best First;threshold;Smote;3.00;64.00;576.00;50.00;0.04;0.06;0.48;-0.04
BOOKKEEPER;8;0.89;0.48;0.09;Random Forest;Best First;threshold;Smote;24.00;24.00;606.00;42.00;0.50;0.36;0.66;0.37
BOOKKEEPER;9;0.95;0.45;0.09;Random Forest;Best First;threshold;Smote;5.00;7.00;301.00;24.00;0.42;0.17;0.57;0.20
MEAN;;;;;;;;42.67;42.89;357.00;56.67;0.51;0.36;0.64;0.28
;
BOOKKEEPER;1;0.51;0.47;0.22;Random Forest;Best First;sensitive learning;Smote;22.00;9.00;226.00;44.00;0.71;0.33;0.72;0.36
BOOKKEEPER;2;0.61;0.41;0.18;Random Forest;Best First;sensitive learning;Smote;20.00;22.00;340.00;57.00;0.48;0.26;0.77;0.24
BOOKKEEPER;3;0.76;0.46;0.27;Random Forest;Best First;sensitive learning;Smote;30.00;22.00;300.00;88.00;0.58;0.25;0.78;0.23
BOOKKEEPER;4;0.82;0.48;0.46;Random Forest;Best First;sensitive learning;Smote;47.00;4.00;237.00;158.00;0.92;0.23;0.75;0.23
BOOKKEEPER;5;0.84;0.45;0.46;Random Forest;Best First;sensitive learning;Smote;175.00;3.00;241.00;33.00;0.98;0.84;0.99;0.84
BOOKKEEPER;6;0.82;0.49;0.10;Random Forest;Best First;sensitive learning;Smote;60.00;355.00;262.00;12.00;0.14;0.83;0.72;0.08
BOOKKEEPER;7;0.85;0.43;0.08;Random Forest;Best First;sensitive learning;Smote;1.00;44.00;596.00;52.00;0.02;0.02;0.64;-0.05
BOOKKEEPER;8;0.89;0.48;0.09;Random Forest;Best First;sensitive learning;Smote;47.00;107.00;523.00;19.00;0.31;0.71;0.82;0.34
BOOKKEEPER;9;0.95;0.45;0.09;Random Forest;Best First;sensitive learning;Smote;10.00;16.00;292.00;19.00;0.38;0.34;0.80;0.31
MEAN;;;;;;;;45.78;64.67;335.22;53.56;0.50;0.43;0.78;0.29
;
BOOKKEEPER;1;0.44;0.30;0.22;Naive Bayes;no feature selection;no sensitive;no resample;0.00;0.00;235.00;66.00;0.00;0.00;0.00;0.00
BOOKKEEPER;2;0.55;0.26;0.18;Naive Bayes;no feature selection;no sensitive;no resample;43.00;106.00;256.00;34.00;0.29;0.56;0.69;0.19
BOOKKEEPER;3;0.69;0.22;0.27;Naive Bayes;no feature selection;no sensitive;no resample;0.00;0.00;322.00;118.00;0.00;0.00;0.00;0.00
BOOKKEEPER;4;0.76;0.24;0.46;Naive Bayes;no feature selection;no sensitive;no resample;127.00;5.00;236.00;78.00;0.96;0.62;0.88;0.62
BOOKKEEPER;5;0.81;0.29;0.46;Naive Bayes;no feature selection;no sensitive;no resample;189.00;3.00;241.00;19.00;0.98;0.91;0.97;0.90
BOOKKEEPER;6;0.77;0.32;0.10;Naive Bayes;no feature selection;no sensitive;no resample;60.00;354.00;263.00;12.00;0.14;0.83;0.65;0.08
BOOKKEEPER;7;0.81;0.27;0.08;Naive Bayes;no feature selection;no sensitive;no resample;1.00;0.00;640.00;52.00;1.00;0.02;0.89;0.03
BOOKKEEPER;8;0.84;0.24;0.09;Naive Bayes;no feature selection;no sensitive;no resample;4.00;4.00;626.00;62.00;0.50;0.06;0.85;0.09
BOOKKEEPER;9;0.93;0.21;0.09;Naive Bayes;no feature selection;no sensitive;no resample;7.00;13.00;295.00;22.00;0.35;0.24;0.85;0.23
MEAN;;;;;;;;47.89;53.89;346.00;51.44;0.47;0.36;0.64;0.24
;
BOOKKEEPER;1;0.44;0.30;0.22;Naive Bayes;no feature selection;threshold;no resample;0.00;0.00;235.00;66.00;0.00;0.00;0.00;0.00
BOOKKEEPER;2;0.55;0.26;0.18;Naive Bayes;no feature selection;threshold;no resample;43.00;106.00;256.00;34.00;0.29;0.56;0.63;0.19
BOOKKEEPER;3;0.69;0.22;0.27;Naive Bayes;no feature selection;threshold;no resample;0.00;0.00;322.00;118.00;0.00;0.00;0.00;0.00
BOOKKEEPER;4;0.76;0.24;0.46;Naive Bayes;no feature selection;threshold;no resample;127.00;5.00;236.00;78.00;0.96;0.62;0.80;0.62
BOOKKEEPER;5;0.81;0.29;0.46;Naive Bayes;no feature selection;threshold;no resample;189.00;3.00;241.00;19.00;0.98;0.91;0.95;0.90
BOOKKEEPER;6;0.77;0.32;0.10;Naive Bayes;no feature selection;threshold;no resample;60.00;354.00;263.00;12.00;0.14;0.83;0.63;0.08
BOOKKEEPER;7;0.81;0.27;0.08;Naive Bayes;no feature selection;threshold;no resample;1.00;0.00;640.00;52.00;1.00;0.02;0.51;0.03
BOOKKEEPER;8;0.84;0.24;0.09;Naive Bayes;no feature selection;threshold;no resample;4.00;4.00;626.00;62.00;0.50;0.06;0.53;0.09
BOOKKEEPER;9;0.93;0.21;0.09;Naive Bayes;no feature selection;threshold;no resample;7.00;13.00;295.00;22.00;0.35;0.24;0.60;0.23
MEAN;;;;;;;;47.89;53.89;346.00;51.44;0.47;0.36;0.52;0.24
;
BOOKKEEPER;1;0.44;0.30;0.22;Naive Bayes;no feature selection;sensitive learning;no resample;0.00;0.00;235.00;66.00;0.00;0.00;0.00;0.00
BOOKKEEPER;2;0.55;0.26;0.18;Naive Bayes;no feature selection;sensitive learning;no resample;43.00;106.00;256.00;34.00;0.29;0.56;0.69;0.19
BOOKKEEPER;3;0.69;0.22;0.27;Naive Bayes;no feature selection;sensitive learning;no resample;0.00;0.00;322.00;118.00;0.00;0.00;0.00;0.00
BOOKKEEPER;4;0.76;0.24;0.46;Naive Bayes;no feature selection;sensitive learning;no resample;127.00;5.00;236.00;78.00;0.96;0.62;0.88;0.62
BOOKKEEPER;5;0.81;0.29;0.46;Naive Bayes;no feature selection;sensitive learning;no resample;189.00;3.00;241.00;19.00;0.98;0.91;0.97;0.90
BOOKKEEPER;6;0.77;0.32;0.10;Naive Bayes;no feature selection;sensitive learning;no resample;60.00;354.00;263.00;12.00;0.14;0.83;0.65;0.08
BOOKKEEPER;7;0.81;0.27;0.08;Naive Bayes;no feature selection;sensitive learning;no resample;1.00;0.00;640.00;52.00;1.00;0.02;0.89;0.03
BOOKKEEPER;8;0.84;0.24;0.09;Naive Bayes;no feature selection;sensitive learning;no resample;4.00;4.00;626.00;62.00;0.50;0.06;0.85;0.09
BOOKKEEPER;9;0.93;0.21;0.09;Naive Bayes;no feature selection;sensitive learning;no resample;7.00;13.00;295.00;22.00;0.35;0.24;0.85;0.23
MEAN;;;;;;;;47.89;53.89;346.00;51.44;0.47;0.36;0.64;0.24
;
BOOKKEEPER;1;0.53;0.50;0.22;Naive Bayes;no feature selection;no sensitive;Oversampling;0.00;0.00;235.00;66.00;0.00;0.00;0.00;0.00
BOOKKEEPER;2;0.65;0.50;0.18;Naive Bayes;no feature selection;no sensitive;Oversampling;45.00;112.00;250.00;32.00;0.29;0.58;0.69;0.20
BOOKKEEPER;3;0.78;0.50;0.27;Naive Bayes;no feature selection;no sensitive;Oversampling;0.00;0.00;322.00;118.00;0.00;0.00;0.00;0.00
BOOKKEEPER;4;0.83;0.50;0.46;Naive Bayes;no feature selection;no sensitive;Oversampling;127.00;5.00;236.00;78.00;0.96;0.62;0.89;0.62
BOOKKEEPER;5;0.85;0.50;0.46;Naive Bayes;no feature selection;no sensitive;Oversampling;189.00;3.00;241.00;19.00;0.98;0.91;0.97;0.90
BOOKKEEPER;6;0.82;0.50;0.10;Naive Bayes;no feature selection;no sensitive;Oversampling;60.00;359.00;258.00;12.00;0.14;0.83;0.65;0.08
BOOKKEEPER;7;0.86;0.50;0.08;Naive Bayes;no feature selection;no sensitive;Oversampling;3.00;0.00;640.00;50.00;1.00;0.06;0.88;0.10
BOOKKEEPER;8;0.89;0.50;0.09;Naive Bayes;no feature selection;no sensitive;Oversampling;7.00;4.00;626.00;59.00;0.64;0.11;0.85;0.16
BOOKKEEPER;9;0.95;0.50;0.09;Naive Bayes;no feature selection;no sensitive;Oversampling;9.00;16.00;292.00;20.00;0.36;0.31;0.85;0.28
MEAN;;;;;;;;48.89;55.44;344.44;50.44;0.49;0.38;0.64;0.26
;
BOOKKEEPER;1;0.53;0.50;0.22;Naive Bayes;no feature selection;threshold;Oversampling;0.00;0.00;235.00;66.00;0.00;0.00;0.00;0.00
BOOKKEEPER;2;0.65;0.50;0.18;Naive Bayes;no feature selection;threshold;Oversampling;45.00;112.00;250.00;32.00;0.29;0.58;0.64;0.20
BOOKKEEPER;3;0.78;0.50;0.27;Naive Bayes;no feature selection;threshold;Oversampling;0.00;0.00;322.00;118.00;0.00;0.00;0.00;0.00
BOOKKEEPER;4;0.83;0.50;0.46;Naive Bayes;no feature selection;threshold;Oversampling;127.00;5.00;236.00;78.00;0.96;0.62;0.80;0.62
BOOKKEEPER;5;0.85;0.50;0.46;Naive Bayes;no feature selection;threshold;Oversampling;189.00;3.00;241.00;19.00;0.98;0.91;0.95;0.90
BOOKKEEPER;6;0.82;0.50;0.10;Naive Bayes;no feature selection;threshold;Oversampling;60.00;359.00;258.00;12.00;0.14;0.83;0.63;0.08
BOOKKEEPER;7;0.86;0.50;0.08;Naive Bayes;no feature selection;threshold;Oversampling;3.00;0.00;640.00;50.00;1.00;0.06;0.53;0.10
BOOKKEEPER;8;0.89;0.50;0.09;Naive Bayes;no feature selection;threshold;Oversampling;7.00;4.00;626.00;59.00;0.64;0.11;0.55;0.16
BOOKKEEPER;9;0.95;0.50;0.09;Naive Bayes;no feature selection;threshold;Oversampling;9.00;16.00;292.00;20.00;0.36;0.31;0.63;0.28
MEAN;;;;;;;;48.89;55.44;344.44;50.44;0.49;0.38;0.52;0.26
;
BOOKKEEPER;1;0.53;0.50;0.22;Naive Bayes;no feature selection;sensitive learning;Oversampling;0.00;0.00;235.00;66.00;0.00;0.00;0.00;0.00
BOOKKEEPER;2;0.65;0.50;0.18;Naive Bayes;no feature selection;sensitive learning;Oversampling;45.00;112.00;250.00;32.00;0.29;0.58;0.69;0.20
BOOKKEEPER;3;0.78;0.50;0.27;Naive Bayes;no feature selection;sensitive learning;Oversampling;0.00;0.00;322.00;118.00;0.00;0.00;0.00;0.00
BOOKKEEPER;4;0.83;0.50;0.46;Naive Bayes;no feature selection;sensitive learning;Oversampling;127.00;5.00;236.00;78.00;0.96;0.62;0.89;0.62
BOOKKEEPER;5;0.85;0.50;0.46;Naive Bayes;no feature selection;sensitive learning;Oversampling;189.00;3.00;241.00;19.00;0.98;0.91;0.97;0.90
BOOKKEEPER;6;0.82;0.50;0.10;Naive Bayes;no feature selection;sensitive learning;Oversampling;60.00;359.00;258.00;12.00;0.14;0.83;0.65;0.08
BOOKKEEPER;7;0.86;0.50;0.08;Naive Bayes;no feature selection;sensitive learning;Oversampling;3.00;0.00;640.00;50.00;1.00;0.06;0.88;0.10
BOOKKEEPER;8;0.89;0.50;0.09;Naive Bayes;no feature selection;sensitive learning;Oversampling;7.00;4.00;626.00;59.00;0.64;0.11;0.85;0.16
BOOKKEEPER;9;0.95;0.50;0.09;Naive Bayes;no feature selection;sensitive learning;Oversampling;9.00;16.00;292.00;20.00;0.36;0.31;0.85;0.28
MEAN;;;;;;;;48.89;55.44;344.44;50.44;0.49;0.38;0.64;0.26
;
BOOKKEEPER;1;0.33;0.50;0.22;Naive Bayes;no feature selection;no sensitive;Undersampling;0.00;0.00;235.00;66.00;0.00;0.00;0.00;0.00
BOOKKEEPER;2;0.39;0.50;0.18;Naive Bayes;no feature selection;no sensitive;Undersampling;48.00;97.00;265.00;29.00;0.33;0.62;0.72;0.26
BOOKKEEPER;3;0.50;0.50;0.27;Naive Bayes;no feature selection;no sensitive;Undersampling;1.00;1.00;321.00;117.00;0.50;0.01;0.46;0.01
BOOKKEEPER;4;0.60;0.50;0.46;Naive Bayes;no feature selection;no sensitive;Undersampling;127.00;5.00;236.00;78.00;0.96;0.62;0.88;0.62
BOOKKEEPER;5;0.70;0.50;0.46;Naive Bayes;no feature selection;no sensitive;Undersampling;189.00;3.00;241.00;19.00;0.98;0.91;0.97;0.90
BOOKKEEPER;6;0.68;0.50;0.10;Naive Bayes;no feature selection;no sensitive;Undersampling;60.00;368.00;249.00;12.00;0.14;0.83;0.65;0.07
BOOKKEEPER;7;0.70;0.50;0.08;Naive Bayes;no feature selection;no sensitive;Undersampling;3.00;0.00;640.00;50.00;1.00;0.06;0.88;0.10
BOOKKEEPER;8;0.71;0.50;0.09;Naive Bayes;no feature selection;no sensitive;Undersampling;9.00;4.00;626.00;57.00;0.69;0.14;0.85;0.20
BOOKKEEPER;9;0.85;0.50;0.09;Naive Bayes;no feature selection;no sensitive;Undersampling;11.00;14.00;294.00;18.00;0.44;0.38;0.85;0.36
MEAN;;;;;;;;49.78;54.67;345.22;49.56;0.56;0.40;0.70;0.28
;
BOOKKEEPER;1;0.33;0.50;0.22;Naive Bayes;no feature selection;threshold;Undersampling;0.00;0.00;235.00;66.00;0.00;0.00;0.00;0.00
BOOKKEEPER;2;0.39;0.50;0.18;Naive Bayes;no feature selection;threshold;Undersampling;48.00;97.00;265.00;29.00;0.33;0.62;0.68;0.26
BOOKKEEPER;3;0.50;0.50;0.27;Naive Bayes;no feature selection;threshold;Undersampling;1.00;1.00;321.00;117.00;0.50;0.01;0.50;0.01
BOOKKEEPER;4;0.60;0.50;0.46;Naive Bayes;no feature selection;threshold;Undersampling;127.00;5.00;236.00;78.00;0.96;0.62;0.80;0.62
BOOKKEEPER;5;0.70;0.50;0.46;Naive Bayes;no feature selection;threshold;Undersampling;189.00;3.00;241.00;19.00;0.98;0.91;0.95;0.90
BOOKKEEPER;6;0.68;0.50;0.10;Naive Bayes;no feature selection;threshold;Undersampling;60.00;368.00;249.00;12.00;0.14;0.83;0.62;0.07
BOOKKEEPER;7;0.70;0.50;0.08;Naive Bayes;no feature selection;threshold;Undersampling;3.00;0.00;640.00;50.00;1.00;0.06;0.53;0.10
BOOKKEEPER;8;0.71;0.50;0.09;Naive Bayes;no feature selection;threshold;Undersampling;9.00;4.00;626.00;57.00;0.69;0.14;0.57;0.20
BOOKKEEPER;9;0.85;0.50;0.09;Naive Bayes;no feature selection;threshold;Undersampling;11.00;14.00;294.00;18.00;0.44;0.38;0.67;0.36
MEAN;;;;;;;;49.78;54.67;345.22;49.56;0.56;0.40;0.59;0.28
;
BOOKKEEPER;1;0.33;0.50;0.22;Naive Bayes;no feature selection;sensitive learning;Undersampling;0.00;0.00;235.00;66.00;0.00;0.00;0.00;0.00
BOOKKEEPER;2;0.39;0.50;0.18;Naive Bayes;no feature selection;sensitive learning;Undersampling;48.00;97.00;265.00;29.00;0.33;0.62;0.72;0.26
BOOKKEEPER;3;0.50;0.50;0.27;Naive Bayes;no feature selection;sensitive learning;Undersampling;1.00;1.00;321.00;117.00;0.50;0.01;0.46;0.01
BOOKKEEPER;4;0.60;0.50;0.46;Naive Bayes;no feature selection;sensitive learning;Undersampling;127.00;5.00;236.00;78.00;0.96;0.62;0.88;0.62
BOOKKEEPER;5;0.70;0.50;0.46;Naive Bayes;no feature selection;sensitive learning;Undersampling;189.00;3.00;241.00;19.00;0.98;0.91;0.97;0.90
BOOKKEEPER;6;0.68;0.50;0.10;Naive Bayes;no feature selection;sensitive learning;Undersampling;60.00;368.00;249.00;12.00;0.14;0.83;0.65;0.07
BOOKKEEPER;7;0.70;0.50;0.08;Naive Bayes;no feature selection;sensitive learning;Undersampling;3.00;0.00;640.00;50.00;1.00;0.06;0.88;0.10
BOOKKEEPER;8;0.71;0.50;0.09;Naive Bayes;no feature selection;sensitive learning;Undersampling;9.00;4.00;626.00;57.00;0.69;0.14;0.85;0.20
BOOKKEEPER;9;0.85;0.50;0.09;Naive Bayes;no feature selection;sensitive learning;Undersampling;11.00;14.00;294.00;18.00;0.44;0.38;0.85;0.36
MEAN;;;;;;;;49.78;54.67;345.22;49.56;0.56;0.40;0.70;0.28
;
BOOKKEEPER;1;0.51;0.47;0.22;Naive Bayes;no feature selection;no sensitive;Smote;0.00;0.00;235.00;66.00;0.00;0.00;0.00;0.00
BOOKKEEPER;2;0.61;0.41;0.18;Naive Bayes;no feature selection;no sensitive;Smote;44.00;96.00;266.00;33.00;0.31;0.57;0.70;0.23
BOOKKEEPER;3;0.76;0.46;0.27;Naive Bayes;no feature selection;no sensitive;Smote;34.00;0.00;322.00;84.00;1.00;0.29;0.72;0.37
BOOKKEEPER;4;0.82;0.48;0.46;Naive Bayes;no feature selection;no sensitive;Smote;127.00;5.00;236.00;78.00;0.96;0.62;0.89;0.62
BOOKKEEPER;5;0.84;0.45;0.46;Naive Bayes;no feature selection;no sensitive;Smote;189.00;3.00;241.00;19.00;0.98;0.91;0.97;0.90
BOOKKEEPER;6;0.82;0.49;0.10;Naive Bayes;no feature selection;no sensitive;Smote;60.00;354.00;263.00;12.00;0.14;0.83;0.65;0.08
BOOKKEEPER;7;0.85;0.43;0.08;Naive Bayes;no feature selection;no sensitive;Smote;3.00;0.00;640.00;50.00;1.00;0.06;0.89;0.10
BOOKKEEPER;8;0.89;0.48;0.09;Naive Bayes;no feature selection;no sensitive;Smote;14.00;6.00;624.00;52.00;0.70;0.21;0.86;0.29
BOOKKEEPER;9;0.95;0.45;0.09;Naive Bayes;no feature selection;no sensitive;Smote;11.00;18.00;290.00;18.00;0.38;0.38;0.85;0.32
MEAN;;;;;;;;53.56;53.56;346.33;45.78;0.61;0.43;0.72;0.32
;
BOOKKEEPER;1;0.51;0.47;0.22;Naive Bayes;no feature selection;threshold;Smote;0.00;0.00;235.00;66.00;0.00;0.00;0.00;0.00
BOOKKEEPER;2;0.61;0.41;0.18;Naive Bayes;no feature selection;threshold;Smote;44.00;96.00;266.00;33.00;0.31;0.57;0.65;0.23
BOOKKEEPER;3;0.76;0.46;0.27;Naive Bayes;no feature selection;threshold;Smote;34.00;0.00;322.00;84.00;1.00;0.29;0.64;0.37
BOOKKEEPER;4;0.82;0.48;0.46;Naive Bayes;no feature selection;threshold;Smote;127.00;5.00;236.00;78.00;0.96;0.62;0.80;0.62
BOOKKEEPER;5;0.84;0.45;0.46;Naive Bayes;no feature selection;threshold;Smote;189.00;3.00;241.00;19.00;0.98;0.91;0.95;0.90
BOOKKEEPER;6;0.82;0.49;0.10;Naive Bayes;no feature selection;threshold;Smote;60.00;354.00;263.00;12.00;0.14;0.83;0.63;0.08
BOOKKEEPER;7;0.85;0.43;0.08;Naive Bayes;no feature selection;threshold;Smote;3.00;0.00;640.00;50.00;1.00;0.06;0.53;0.10
BOOKKEEPER;8;0.89;0.48;0.09;Naive Bayes;no feature selection;threshold;Smote;14.00;6.00;624.00;52.00;0.70;0.21;0.60;0.29
BOOKKEEPER;9;0.95;0.45;0.09;Naive Bayes;no feature selection;threshold;Smote;11.00;18.00;290.00;18.00;0.38;0.38;0.66;0.32
MEAN;;;;;;;;53.56;53.56;346.33;45.78;0.61;0.43;0.61;0.32
;
BOOKKEEPER;1;0.51;0.47;0.22;Naive Bayes;no feature selection;sensitive learning;Smote;0.00;0.00;235.00;66.00;0.00;0.00;0.00;0.00
BOOKKEEPER;2;0.61;0.41;0.18;Naive Bayes;no feature selection;sensitive learning;Smote;44.00;96.00;266.00;33.00;0.31;0.57;0.70;0.23
BOOKKEEPER;3;0.76;0.46;0.27;Naive Bayes;no feature selection;sensitive learning;Smote;34.00;0.00;322.00;84.00;1.00;0.29;0.72;0.37
BOOKKEEPER;4;0.82;0.48;0.46;Naive Bayes;no feature selection;sensitive learning;Smote;127.00;5.00;236.00;78.00;0.96;0.62;0.89;0.62
