@relation SYNCOPE_TempDataset

@attribute VersionID numeric
@attribute Size numeric
@attribute LOC_Touched numeric
@attribute AVGLocAdded numeric
@attribute LocAdded numeric
@attribute MaxLocAdded numeric
@attribute ChgSetSize numeric
@attribute MaxChgSetSize numeric
@attribute AVGChgSetSize numeric
@attribute NumRevisions numeric
@attribute NumBugFixed numeric
@attribute NAuth numeric
@attribute Age numeric
@attribute Buggyness {false,true}

@data
1,34,72,12,36,12,835,407,278,3,0,2,0,false
1,55,226,16,113,26,1248,394,156,8,0,3,0,false
1,15,0,0,0,0,0,0,0,0,0,0,0,false
1,112,0,0,0,0,0,0,0,0,0,0,0,false
1,147,705,23,356,37,1988,407,132,15,0,3,0,false
1,107,96,21,63,31,828,407,276,3,0,2,0,false
1,41,60,20,40,20,820,407,273,3,0,2,0,false
1,54,0,0,0,0,0,0,0,0,0,0,0,false
1,82,0,0,0,0,0,0,0,0,0,0,0,false
1,22,0,0,0,0,0,0,0,0,0,0,0,false
1,60,30,5,15,5,840,407,280,3,0,2,0,false
1,11,0,0,0,0,0,0,0,0,0,0,0,false
1,61,0,0,0,0,0,0,0,0,0,0,0,false
1,48,0,0,0,0,0,0,0,0,0,0,0,false
1,144,262,18,131,32,1773,407,161,11,0,3,0,false
1,11,0,0,0,0,0,0,0,0,0,0,0,false
1,19,0,0,0,0,0,0,0,0,0,0,0,false
1,82,0,0,0,0,0,0,0,0,0,0,0,false
1,100,6,1,3,1,525,407,175,3,0,2,0,false
1,256,152,9,77,23,1388,407,173,8,0,2,0,false
1,30,0,0,0,0,0,0,0,0,0,0,0,false
1,61,27,5,16,7,807,407,269,3,0,2,0,false
1,56,0,0,0,0,0,0,0,0,0,0,0,false
1,42,0,0,0,0,0,0,0,0,0,0,0,false
1,7,0,0,0,0,0,0,0,0,0,0,0,false
1,90,0,0,0,0,0,0,0,0,0,0,0,false
1,6,0,0,0,0,0,0,0,0,0,0,0,false
1,173,24,3,12,4,874,407,218,4,0,2,0,false
1,61,0,0,0,0,0,0,0,0,0,0,0,false
1,14,21,4,12,5,819,407,273,3,0,2,0,false
1,7,0,0,0,0,0,0,0,0,0,0,0,false
1,64,0,0,0,0,0,0,0,0,0,0,0,false
1,35,0,0,0,0,0,0,0,0,0,0,0,false
1,12,0,0,0,0,0,0,0,0,0,0,0,false
1,11,0,0,0,0,0,0,0,0,0,0,0,false
1,45,190,6,95,27,1989,407,132,15,0,3,0,false
1,91,222,18,111,29,1097,394,182,6,0,3,0,false
1,188,0,0,0,0,0,0,0,0,0,0,0,false
1,16,0,0,0,0,0,0,0,0,0,0,0,false
1,5,0,0,0,0,0,0,0,0,0,0,0,false
1,6,0,0,0,0,0,0,0,0,0,0,0,false
1,11,0,0,0,0,0,0,0,0,0,0,0,false
1,7,0,0,0,0,0,0,0,0,0,0,0,false
1,7,0,0,0,0,0,0,0,0,0,0,0,false
1,19,0,0,0,0,0,0,0,0,0,0,0,false
1,29,0,0,0,0,0,0,0,0,0,0,0,false
1,69,12,1,6,1,1097,394,182,6,0,3,0,false
1,39,0,0,0,0,0,0,0,0,0,0,0,false
1,12,0,0,0,0,0,0,0,0,0,0,0,false
1,7,0,0,0,0,0,0,0,0,0,0,0,false
1,6,0,0,0,0,0,0,0,0,0,0,0,false
1,8,0,0,0,0,0,0,0,0,0,0,0,false
1,1,0,0,0,0,0,0,0,0,0,0,0,false
1,86,0,0,0,0,0,0,0,0,0,0,0,false
1,125,0,0,0,0,0,0,0,0,0,0,0,false
1,44,12,2,6,2,676,407,225,3,0,2,0,false
1,68,0,0,0,0,0,0,0,0,0,0,0,false
1,38,0,0,0,0,0,0,0,0,0,0,0,false
1,24,0,0,0,0,0,0,0,0,0,0,0,false
1,119,0,0,0,0,0,0,0,0,0,0,0,false
1,18,0,0,0,0,0,0,0,0,0,0,0,false
1,122,0,0,0,0,0,0,0,0,0,0,0,false
1,70,0,0,0,0,0,0,0,0,0,0,0,false
1,34,0,0,0,0,0,0,0,0,0,0,0,false
1,64,0,0,0,0,0,0,0,0,0,0,0,false
1,17,0,0,0,0,0,0,0,0,0,0,0,false
1,40,0,0,0,0,0,0,0,0,0,0,0,false
1,35,12,2,6,2,676,407,225,3,0,2,0,false
1,44,30,5,17,7,676,407,225,3,0,2,0,false
1,28,0,0,0,0,0,0,0,0,0,0,0,false
1,126,288,12,144,14,1521,394,126,12,0,3,0,false
1,57,48,8,24,8,676,407,225,3,0,2,0,false
1,58,0,0,0,0,0,0,0,0,0,0,0,false
1,119,6,1,3,1,808,407,269,3,0,2,0,false
1,78,149,14,88,35,938,407,156,6,0,4,0,false
1,21,0,0,0,0,0,0,0,0,0,0,0,false
1,156,135,18,75,30,861,407,215,4,0,2,0,false
1,22,85,8,33,23,875,407,218,4,0,3,0,false
1,139,129,14,44,42,853,407,284,3,0,2,0,false
1,499,72,7,36,12,792,407,158,5,0,3,0,false
1,68,103,10,60,23,982,407,140,7,0,4,0,false
1,309,112,8,61,21,1002,407,143,7,0,3,0,false
1,73,79,8,48,20,977,407,162,6,0,3,0,false
1,202,87,9,48,18,889,407,177,5,0,3,0,false
1,49,36,6,19,7,676,407,225,3,0,2,0,false
1,14,0,0,0,0,0,0,0,0,0,0,0,false
1,10,0,0,0,0,0,0,0,0,0,0,0,false
1,8,0,0,0,0,0,0,0,0,0,0,0,false
1,183,6,1,3,1,523,407,174,3,0,2,0,false
1,16,0,0,0,0,0,0,0,0,0,0,0,false
1,42,124,10,70,25,1029,407,147,7,0,4,0,false
1,190,190,8,102,32,1710,407,142,12,0,4,0,false
1,41,0,0,0,0,0,0,0,0,0,0,0,false
1,145,106,8,62,24,1002,407,143,7,0,3,0,false
1,18,0,0,0,0,0,0,0,0,0,0,0,false
1,38,6,2,4,2,823,407,274,3,0,2,0,false
1,431,829,40,449,130,1278,407,116,11,0,3,0,false
1,263,258,17,136,46,1032,407,129,8,0,3,0,false
1,357,225,25,129,33,1091,407,218,5,0,2,0,false
1,83,241,6,131,38,2142,407,112,19,0,4,0,false
1,343,60,10,30,10,676,407,225,3,0,2,0,false
1,74,144,10,81,29,1032,407,129,8,0,4,0,false
1,54,193,23,116,46,1238,407,176,7,0,4,0,false
1,29,24,2,12,4,921,407,153,6,0,3,0,false
1,567,84,8,42,14,794,407,158,5,0,3,0,false
1,216,186,13,104,38,985,407,123,8,0,3,0,false
1,70,102,9,59,22,977,407,162,6,0,3,0,false
1,69,104,6,47,22,990,407,141,7,0,3,0,false
1,159,346,21,196,73,1164,407,129,9,1,3,0,true
1,131,82,6,41,13,795,407,132,6,0,3,0,false
1,337,66,11,33,11,676,407,225,3,0,2,0,false
1,121,107,6,62,21,1298,407,144,9,0,4,0,false
1,88,33,5,17,6,736,407,245,3,0,2,0,false
1,31,0,0,0,0,0,0,0,0,0,0,0,false
1,97,27,2,14,4,1238,407,176,7,0,4,0,false
1,69,70,11,44,20,851,407,212,4,0,3,0,false
1,17,0,0,0,0,0,0,0,0,0,0,0,false
1,30,0,0,0,0,0,0,0,0,0,0,0,false
1,189,33,5,15,7,826,407,275,3,0,2,0,false
1,116,118,12,60,20,792,407,158,5,0,3,0,false
1,14,0,0,0,0,0,0,0,0,0,0,0,false
1,164,334,23,184,59,1208,407,151,8,0,3,0,false
1,223,75,7,38,10,1095,407,219,5,0,3,0,false
1,178,36,3,18,6,946,407,157,6,0,2,0,false
1,166,372,22,205,67,1255,407,125,10,0,4,0,false
1,185,6,1,3,1,523,407,174,3,0,2,0,false
1,148,169,14,89,32,890,407,148,6,0,3,0,false
1,309,1496,40,771,93,2176,407,114,19,0,4,0,false
1,119,42,5,21,7,860,407,215,4,0,3,0,false
1,40,27,3,14,5,830,407,207,4,0,2,0,false
1,333,241,15,137,46,1207,407,134,9,0,4,0,false
1,49,4,1,2,1,116,88,58,2,0,2,0,false
1,120,24,4,12,4,826,407,275,3,0,2,0,false
1,88,362,25,153,76,1125,407,187,6,0,3,0,false
1,58,96,6,45,19,1238,407,176,7,0,4,0,false
1,125,2,1,1,1,25,25,25,1,0,1,0,false
1,187,358,22,198,66,1227,407,136,9,0,4,0,false
1,119,54,8,24,12,826,407,275,3,0,2,0,false
1,202,217,14,128,43,1227,407,136,9,0,4,0,false
1,66,84,10,42,13,878,407,219,4,0,3,0,false
1,227,96,7,45,19,978,407,163,6,0,3,0,false
1,450,156,26,79,27,853,407,284,3,0,2,0,false
1,127,78,6,40,12,1099,407,183,6,0,3,0,false
1,9,0,0,0,0,0,0,0,0,0,0,0,false
1,22,0,0,0,0,0,0,0,0,0,0,0,false
1,29,0,0,0,0,0,0,0,0,0,0,0,false
1,115,0,0,0,0,0,0,0,0,0,0,0,false
1,19,0,0,0,0,0,0,0,0,0,0,0,false
1,8,0,0,0,0,0,0,0,0,0,0,0,false
1,9,0,0,0,0,0,0,0,0,0,0,0,false
1,51,0,0,0,0,0,0,0,0,0,0,0,false
1,45,16,1,8,1,1248,394,156,8,0,3,0,false
1,145,0,0,0,0,0,0,0,0,0,0,0,false
1,60,15,5,10,5,822,407,274,3,0,2,0,false
1,41,54,11,33,15,835,407,278,3,0,2,0,false
1,44,93,11,35,27,853,407,284,3,0,2,0,false
1,154,0,0,0,0,0,0,0,0,0,0,0,false
1,112,30,2,15,5,992,407,165,6,0,3,0,false
1,34,0,0,0,0,0,0,0,0,0,0,0,false
1,90,111,7,52,22,1221,407,174,7,0,3,0,false
1,17,32,2,16,2,1248,394,156,8,0,3,0,false
1,19,0,0,0,0,0,0,0,0,0,0,0,false
1,24,54,9,29,11,676,407,225,3,0,2,0,false
1,26,6,1,3,1,676,407,225,3,0,2,0,false
1,24,6,1,3,1,676,407,225,3,0,2,0,false
1,56,6,1,3,1,676,407,225,3,0,2,0,false
1,14,0,0,0,0,0,0,0,0,0,0,0,false
1,18,3,1,2,1,853,407,284,3,0,2,0,false
1,170,195,37,111,46,853,407,284,3,0,2,0,false
1,55,12,2,6,2,808,407,269,3,0,2,0,false
1,31,66,8,26,18,676,407,225,3,0,2,0,false
1,45,6,1,3,1,525,407,175,3,0,2,0,false
1,22,0,0,0,0,0,0,0,0,0,0,0,false
1,35,0,0,0,0,0,0,0,0,0,0,0,false
1,31,0,0,0,0,0,0,0,0,0,0,0,false
1,50,6,1,3,1,525,407,175,3,0,2,0,false
1,20,0,0,0,0,0,0,0,0,0,0,0,false
1,93,0,0,0,0,0,0,0,0,0,0,0,false
1,47,0,0,0,0,0,0,0,0,0,0,0,false
1,141,12,1,6,2,830,407,207,4,0,2,0,false
1,139,6,1,3,1,826,407,275,3,0,2,0,false
1,12,0,0,0,0,0,0,0,0,0,0,0,false
1,107,0,0,0,0,0,0,0,0,0,0,0,false
1,137,9,1,5,2,676,407,225,3,0,2,0,false
1,146,0,0,0,0,676,407,225,3,0,2,0,false
1,94,45,5,25,8,1122,407,224,5,0,3,0,false
1,62,57,9,28,10,676,407,225,3,0,2,0,false
1,34,48,2,24,3,1521,394,126,12,0,3,0,false
1,40,0,0,0,0,0,0,0,0,0,0,0,false
1,97,57,7,35,14,1092,407,218,5,0,2,0,false
1,52,123,10,76,31,805,407,115,7,0,3,0,false
1,38,0,0,0,0,0,0,0,0,0,0,0,false
1,46,51,9,28,11,676,407,225,3,0,2,0,false
1,60,24,4,12,4,676,407,225,3,0,2,0,false
1,101,64,6,31,11,1122,407,224,5,0,3,0,false
1,26,6,1,3,1,676,407,225,3,0,2,0,false
1,26,69,8,43,17,1072,407,214,5,0,2,0,false
1,56,141,4,71,12,1999,407,133,15,0,4,0,false
1,37,18,3,9,3,812,407,270,3,0,2,0,false
1,108,0,0,0,0,0,0,0,0,0,0,0,false
1,70,0,0,0,0,0,0,0,0,0,0,0,false
1,40,21,2,10,4,486,407,121,4,0,2,0,false
1,86,90,6,42,16,1331,407,190,7,0,2,0,false
1,139,125,5,64,17,1745,407,134,13,0,3,0,false
1,79,89,9,47,16,894,407,178,5,0,2,0,false
1,163,374,16,202,54,1076,407,89,12,0,2,0,false
1,49,21,4,12,5,806,407,268,3,0,2,0,false
1,39,467,20,264,64,1765,407,135,13,0,3,0,false
1,167,145,12,72,24,943,407,117,8,0,2,0,false
1,57,12,2,6,2,827,407,275,3,0,2,0,false
1,6,0,0,0,0,0,0,0,0,0,0,0,false
1,114,249,53,160,77,468,407,156,3,0,2,0,false
1,105,72,8,33,15,831,407,207,4,0,2,0,false
1,82,12,2,6,2,525,407,175,3,0,2,0,false
1,49,143,15,63,34,811,407,202,4,0,3,0,false
1,40,0,0,0,0,0,0,0,0,0,0,0,false
1,51,27,9,18,9,464,407,154,3,0,2,0,false
1,171,9,3,6,3,802,407,267,3,0,2,0,false
1,36,0,0,0,0,0,0,0,0,0,0,0,false
1,30,0,0,0,0,0,0,0,0,0,0,0,false
1,16,0,0,0,0,0,0,0,0,0,0,0,false
1,113,0,0,0,0,0,0,0,0,0,0,0,false
1,28,0,0,0,0,0,0,0,0,0,0,0,false
1,233,1151,34,580,56,2106,407,123,17,0,3,0,false
1,141,0,0,0,0,0,0,0,0,0,0,0,false
1,95,0,0,0,0,0,0,0,0,0,0,0,false
1,16,0,0,0,0,0,0,0,0,0,0,0,false
1,43,0,0,0,0,0,0,0,0,0,0,0,false
1,72,324,20,162,44,1248,394,156,8,0,3,0,false
1,98,0,0,0,0,0,0,0,0,0,0,0,false
1,38,0,0,0,0,0,0,0,0,0,0,0,false
1,36,0,0,0,0,0,0,0,0,0,0,0,false
1,24,63,14,42,21,828,407,207,4,0,3,0,false
1,95,10,2,5,3,433,407,216,2,0,2,0,false
1,16,0,0,0,0,0,0,0,0,0,0,0,false
1,98,42,7,21,7,840,407,280,3,0,2,0,false
1,25,0,0,0,0,0,0,0,0,0,0,0,false
1,39,0,0,0,0,0,0,0,0,0,0,0,false
1,41,0,0,0,0,0,0,0,0,0,0,0,false
1,26,0,0,0,0,0,0,0,0,0,0,0,false
1,59,0,0,0,0,0,0,0,0,0,0,0,false
1,105,240,10,120,14,1521,394,126,12,0,3,0,false
1,46,0,0,0,0,0,0,0,0,0,0,0,false
1,33,0,0,0,0,0,0,0,0,0,0,0,false
1,37,0,0,0,0,0,0,0,0,0,0,0,false
1,9,0,0,0,0,0,0,0,0,0,0,0,false
1,8,0,0,0,0,0,0,0,0,0,0,0,false
1,43,24,2,13,4,945,407,189,5,0,3,0,false
1,9,0,0,0,0,0,0,0,0,0,0,0,false
1,156,231,24,122,42,923,407,184,5,0,3,0,false
1,1,0,0,0,0,0,0,0,0,0,0,0,false
1,102,240,10,120,14,1521,394,126,12,0,3,0,false
1,46,0,0,0,0,0,0,0,0,0,0,0,false
1,33,0,0,0,0,0,0,0,0,0,0,0,false
1,37,0,0,0,0,0,0,0,0,0,0,0,false
1,7,0,0,0,0,0,0,0,0,0,0,0,false
1,8,0,0,0,0,0,0,0,0,0,0,0,false
1,43,24,2,13,4,945,407,189,5,0,3,0,false
1,9,0,0,0,0,0,0,0,0,0,0,0,false
1,306,435,62,249,104,832,407,208,4,0,2,0,false
1,426,347,18,148,83,887,407,110,8,0,4,0,false
1,102,192,8,96,12,1521,394,126,12,0,3,0,false
1,46,0,0,0,0,0,0,0,0,0,0,0,false
1,33,0,0,0,0,0,0,0,0,0,0,0,false
1,37,0,0,0,0,0,0,0,0,0,0,0,false
1,9,0,0,0,0,0,0,0,0,0,0,0,false
1,11,0,0,0,0,0,0,0,0,0,0,0,false
1,46,18,3,10,4,827,407,275,3,0,2,0,false
1,11,0,0,0,0,0,0,0,0,0,0,0,false
1,11,0,0,0,0,0,0,0,0,0,0,0,false
1,11,0,0,0,0,0,0,0,0,0,0,0,false
1,11,0,0,0,0,0,0,0,0,0,0,0,false
1,10,0,0,0,0,0,0,0,0,0,0,0,false
1,8,0,0,0,0,0,0,0,0,0,0,0,false
1,11,0,0,0,0,0,0,0,0,0,0,0,false
1,13,0,0,0,0,0,0,0,0,0,0,0,false
1,13,0,0,0,0,0,0,0,0,0,0,0,false
1,12,0,0,0,0,0,0,0,0,0,0,0,false
1,13,0,0,0,0,0,0,0,0,0,0,0,false
1,11,0,0,0,0,0,0,0,0,0,0,0,false
1,10,0,0,0,0,0,0,0,0,0,0,0,false
1,17,0,0,0,0,0,0,0,0,0,0,0,false
1,13,0,0,0,0,0,0,0,0,0,0,0,false
1,14,0,0,0,0,0,0,0,0,0,0,0,false
1,16,108,4,54,6,1521,394,126,12,0,3,0,false
1,21,31,2,17,6,1682,407,168,10,0,3,0,false
1,13,0,0,0,0,0,0,0,0,0,0,0,false
1,21,36,6,18,6,1097,394,182,6,0,3,0,false
1,15,2,2,2,2,3,3,3,1,0,1,0,false
1,23,0,0,0,0,0,0,0,0,0,0,0,false
1,10,0,0,0,0,0,0,0,0,0,0,0,false
1,11,0,0,0,0,0,0,0,0,0,0,0,false
1,11,0,0,0,0,0,0,0,0,0,0,0,false
1,13,0,0,0,0,0,0,0,0,0,0,0,false
1,57,0,0,0,0,0,0,0,0,0,0,0,false
1,37,0,0,0,0,0,0,0,0,0,0,0,false
1,37,0,0,0,0,0,0,0,0,0,0,0,false
1,45,0,0,0,0,0,0,0,0,0,0,0,false
1,57,18,3,9,3,842,407,280,3,0,2,0,false
1,37,0,0,0,0,0,0,0,0,0,0,0,false
1,61,122,4,61,6,1954,407,139,14,0,3,0,false
1,54,0,0,0,0,0,0,0,0,0,0,0,false
1,41,0,0,0,0,0,0,0,0,0,0,0,false
1,58,0,0,0,0,0,0,0,0,0,0,0,false
1,27,0,0,0,0,0,0,0,0,0,0,0,false
1,57,24,1,12,1,1521,394,126,12,0,3,0,false
1,53,0,0,0,0,0,0,0,0,0,0,0,false
1,59,9,1,4,2,840,407,280,3,0,2,0,false
1,113,897,29,448,51,2008,407,133,15,0,3,0,false
1,147,295,16,166,56,1682,407,168,10,0,3,0,false
1,57,108,3,54,6,1954,407,139,14,0,3,0,false
1,134,180,30,90,30,1097,394,182,6,0,3,0,false
1,78,59,9,36,19,843,407,210,4,0,2,0,false
1,359,42,3,21,5,1622,407,180,9,0,3,0,false
1,31,0,0,0,0,0,0,0,0,0,0,0,false
1,396,6,1,3,1,525,407,175,3,0,2,0,false
1,37,0,0,0,0,0,0,0,0,0,0,0,false
1,61,121,4,60,9,1954,407,139,14,0,3,0,false
1,274,0,0,0,0,0,0,0,0,0,0,0,false
1,79,243,29,88,74,468,407,156,3,0,2,0,false
1,15,9,1,5,2,807,407,269,3,0,2,0,false
1,26,15,3,9,4,807,407,269,3,0,2,0,false
1,19,9,1,5,2,807,407,269,3,0,2,0,false
1,11,36,7,22,10,807,407,269,3,0,2,0,false
1,8,0,0,0,0,0,0,0,0,0,0,0,false
1,6,0,0,0,0,0,0,0,0,0,0,0,false
1,6,0,0,0,0,0,0,0,0,0,0,0,false
1,17,0,0,0,0,0,0,0,0,0,0,0,false
1,35,0,0,0,0,0,0,0,0,0,0,0,false
1,17,0,0,0,0,0,0,0,0,0,0,0,false
1,60,0,0,0,0,0,0,0,0,0,0,0,false
1,17,0,0,0,0,0,0,0,0,0,0,0,false
1,35,0,0,0,0,0,0,0,0,0,0,0,false
1,27,0,0,0,0,0,0,0,0,0,0,0,false
1,17,0,0,0,0,0,0,0,0,0,0,0,false
1,34,1318,47,670,71,1962,407,140,14,0,3,0,false
1,55,48,2,24,2,1521,394,126,12,0,3,0,false
1,17,0,0,0,0,0,0,0,0,0,0,0,false
1,35,0,0,0,0,0,0,0,0,0,0,0,false
1,17,0,0,0,0,0,0,0,0,0,0,0,false
1,64,0,0,0,0,0,0,0,0,0,0,0,false
1,17,0,0,0,0,0,0,0,0,0,0,0,false
1,45,134,6,66,12,1696,407,154,11,0,3,0,false
1,17,0,0,0,0,0,0,0,0,0,0,0,false
1,43,0,0,0,0,0,0,0,0,0,0,0,false
1,17,0,0,0,0,0,0,0,0,0,0,0,false
1,43,6,1,3,1,840,407,280,3,0,2,0,false
1,17,0,0,0,0,0,0,0,0,0,0,0,false
1,17,0,0,0,0,1127,199,102,11,0,3,0,false
1,43,0,0,0,0,1521,394,126,12,0,3,0,false
1,43,0,0,0,0,0,0,0,0,0,0,0,false
1,17,0,0,0,0,0,0,0,0,0,0,0,false
1,53,56,7,28,8,874,407,218,4,0,2,0,false
1,17,0,0,0,0,0,0,0,0,0,0,0,false
1,107,171,18,90,31,869,407,173,5,0,3,0,false
1,17,0,0,0,0,0,0,0,0,0,0,0,false
1,49,0,0,0,0,0,0,0,0,0,0,0,false
1,84,113,4,59,14,1706,407,142,12,0,3,0,false
1,10,0,0,0,0,0,0,0,0,0,0,0,false
1,134,217,24,97,46,837,407,209,4,0,3,0,false
1,10,0,0,0,0,0,0,0,0,0,0,0,false
1,10,0,0,0,0,0,0,0,0,0,0,0,false
1,11,0,0,0,0,0,0,0,0,0,0,0,false
1,84,126,19,57,27,466,407,155,3,0,2,0,false
1,318,1242,38,622,78,2009,407,125,16,0,3,0,false
1,132,204,12,99,22,1663,407,151,11,0,3,0,false
1,11,0,0,0,0,0,0,0,0,0,0,0,false
1,7,42,7,21,7,835,407,278,3,0,2,0,false
1,484,5424,106,2546,399,2187,407,91,24,0,3,0,false
1,1,0,0,0,0,0,0,0,0,0,0,0,false
1,42,6,1,3,1,840,407,280,3,0,2,0,false
1,10,0,0,0,0,0,0,0,0,0,0,0,false
1,8,0,0,0,0,0,0,0,0,0,0,0,false
1,11,0,0,0,0,0,0,0,0,0,0,0,false
1,51,0,0,0,0,0,0,0,0,0,0,0,false
1,230,6,1,3,1,840,407,280,3,0,2,0,false
1,70,0,0,0,0,0,0,0,0,0,0,0,false
1,39,24,4,12,4,828,407,276,3,0,2,0,false
1,162,0,0,0,0,0,0,0,0,0,0,0,false
1,307,6,1,3,1,842,407,280,3,0,2,0,false
1,98,90,11,45,15,868,407,217,4,0,2,0,false
1,9,0,0,0,0,0,0,0,0,0,0,0,false
1,157,84,14,42,14,842,407,280,3,0,2,0,false
1,92,54,9,27,9,842,407,280,3,0,2,0,false
1,183,48,8,24,8,842,407,280,3,0,2,0,false
1,343,295,23,142,55,964,407,160,6,0,2,0,false
1,201,606,19,309,44,2008,407,125,16,0,3,0,false
1,180,1734,78,860,170,1723,407,156,11,0,3,0,false
1,98,60,10,30,10,842,407,280,3,0,2,0,false
1,345,241,20,121,44,912,407,152,6,0,2,0,false
1,16,0,0,0,0,0,0,0,0,0,0,0,false
1,502,1483,43,743,110,1891,407,111,17,0,3,0,false
1,150,78,13,39,13,842,407,280,3,0,2,0,false
1,100,90,11,45,15,868,407,217,4,0,2,0,false
1,51,630,26,315,62,1736,407,144,12,0,3,0,false
1,531,4041,112,2027,177,2000,407,111,18,0,3,0,false
1,19,0,0,0,0,0,0,0,0,0,0,0,false
1,118,63,7,31,11,876,407,219,4,0,2,0,false
1,53,0,0,0,0,0,0,0,0,0,0,0,false
1,27,0,0,0,0,0,0,0,0,0,0,0,false
1,103,0,0,0,0,0,0,0,0,0,0,0,false
1,116,9,1,5,2,821,407,273,3,0,2,0,false
1,246,2668,83,1332,128,2029,407,126,16,0,3,0,false
1,158,793,35,421,126,1787,407,148,12,0,3,0,false
1,71,6,1,3,1,827,407,275,3,0,2,0,false
1,196,436,14,226,33,1825,407,114,16,0,4,0,false
1,57,0,0,0,0,0,0,0,0,0,0,0,false
1,283,416,13,222,51,2019,407,118,17,0,5,0,false
1,67,36,6,18,6,842,407,280,3,0,2,0,false
1,36,0,0,0,0,0,0,0,0,0,0,0,false
1,61,17,5,10,6,23,20,11,2,0,1,0,false
1,32,7,3,3,3,4,4,4,1,0,1,0,false
1,156,270,23,139,40,170,88,28,6,0,2,0,false
1,133,6,4,4,4,20,20,20,1,0,1,0,false
1,12,0,0,0,0,0,0,0,0,0,0,0,false
1,23,0,0,0,0,0,0,0,0,0,0,0,false
1,69,12,6,6,6,20,20,20,1,0,1,0,false
1,535,412,35,215,142,959,407,106,9,0,2,0,false
1,16,11,5,5,5,4,4,4,1,0,1,0,false
1,72,0,0,0,0,0,0,0,0,0,0,0,false
1,1,0,0,0,0,0,0,0,0,0,0,0,false
1,44,0,0,0,0,0,0,0,0,0,0,0,false
1,21,0,0,0,0,0,0,0,0,0,0,0,false
1,102,212,16,118,46,1181,407,168,7,0,4,0,false
1,57,66,13,40,18,828,407,276,3,0,2,0,false
1,14,15,5,10,5,835,407,278,3,0,2,0,false
1,322,1022,56,511,108,1992,407,132,15,0,3,0,false
1,96,21,3,10,4,842,407,280,3,0,2,0,false
1,279,1422,35,744,133,2168,407,98,22,0,3,0,false
1,61,67,8,40,14,1157,407,231,5,0,2,0,false
1,420,0,0,0,0,0,0,0,0,0,0,0,false
1,145,518,66,266,91,831,407,207,4,0,2,0,false
1,402,360,90,180,167,804,407,268,3,0,2,0,false
1,43,0,0,0,0,0,0,0,0,0,0,0,false
1,88,0,0,0,0,0,0,0,0,0,0,0,false
1,67,0,0,0,0,0,0,0,0,0,0,0,false
1,23,0,0,0,0,0,0,0,0,0,0,0,false
1,62,40,5,23,9,518,407,129,4,0,2,0,false
1,490,71,9,39,13,518,407,129,4,0,2,0,false
1,122,123,7,61,21,658,407,82,8,0,4,0,false
