Progetto;#Training Release;%Training;%Buggy in training;%Buggy in test;Classifier;Feature selection;Sensitivity;Balancing;TP;FP;TN;FN;Precision;Recall;Area Under ROC;Kappa
SYNCOPE;14;0.92;0.13;0.70;Naive Bayes;no feature selection;no sensitive;no resample;464.00;12.00;215.00;70.00;0.97;0.87;0.91;0.76
SYNCOPE;15;0.93;0.17;0.04;Naive Bayes;no feature selection;no sensitive;no resample;32.00;502.00;227.00;0.00;0.06;1.00;0.66;0.04
SYNCOPE;16;0.95;0.16;0.03;Naive Bayes;no feature selection;no sensitive;no resample;12.00;91.00;454.00;3.00;0.12;0.80;0.85;0.16
SYNCOPE;17;0.93;0.16;0.72;Naive Bayes;no feature selection;no sensitive;no resample;40.00;0.00;214.00;509.00;1.00;0.07;0.53;0.04
SYNCOPE;18;0.94;0.19;0.62;Naive Bayes;no feature selection;no sensitive;no resample;426.00;124.00;169.00;44.00;0.77;0.91;0.92;0.51
SYNCOPE;19;0.93;0.22;0.81;Naive Bayes;no feature selection;no sensitive;no resample;418.00;2.00;167.00;286.00;1.00;0.59;0.99;0.36
SYNCOPE;20;0.94;0.26;0.82;Naive Bayes;no feature selection;no sensitive;no resample;346.00;0.00;165.00;382.00;1.00;0.48;0.98;0.25
SYNCOPE;21;0.94;0.29;0.13;Naive Bayes;no feature selection;no sensitive;no resample;65.00;435.00;345.00;54.00;0.13;0.55;0.51;-0.00
SYNCOPE;22;0.94;0.28;0.99;Naive Bayes;no feature selection;no sensitive;no resample;25.00;0.00;13.00;864.00;1.00;0.03;0.03;0.00
SYNCOPE;23;0.95;0.32;0.99;Naive Bayes;no feature selection;no sensitive;no resample;891.00;0.00;5.00;8.00;1.00;0.99;0.99;0.55
SYNCOPE;24;0.95;0.36;1.00;Naive Bayes;no feature selection;no sensitive;no resample;906.00;0.00;4.00;1.00;1.00;1.00;1.00;0.89
SYNCOPE;25;0.95;0.39;0.03;Naive Bayes;no feature selection;no sensitive;no resample;23.00;889.00;0.00;0.00;0.03;1.00;0.44;0.00
SYNCOPE;26;0.93;0.37;0.01;Naive Bayes;no feature selection;no sensitive;no resample;12.00;1344.00;81.00;1.00;0.01;0.92;0.46;-0.00
SYNCOPE;27;0.93;0.35;0.01;Naive Bayes;no feature selection;no sensitive;no resample;0.00;11.00;1558.00;8.00;0.00;0.00;0.00;0.00
SYNCOPE;28;0.93;0.32;0.01;Naive Bayes;no feature selection;no sensitive;no resample;0.00;11.00;1646.00;25.00;0.00;0.00;0.00;0.00
SYNCOPE;29;0.93;0.30;0.07;Naive Bayes;no feature selection;no sensitive;no resample;9.00;5.00;1588.00;109.00;0.64;0.08;0.79;0.12
SYNCOPE;30;0.93;0.29;0.01;Naive Bayes;no feature selection;no sensitive;no resample;1.00;12.00;1725.00;13.00;0.08;0.07;0.69;0.07
MEAN;;;;;;;;;136.83;148.33;486.70;101.07;0.42;0.47;0.61;0.18
;;;;;;;;;;;;;;;;
SYNCOPE;1;0.50;0.00;0.00;Naive Bayes;no feature selection;threshold;no resample;0.00;0.00;547.00;2.00;0.00;0.00;0.00;0.00
SYNCOPE;2;0.67;0.00;0.00;Naive Bayes;no feature selection;threshold;no resample;0.00;0.00;547.00;2.00;0.00;0.00;0.00;0.00
SYNCOPE;3;0.75;0.00;0.00;Naive Bayes;no feature selection;threshold;no resample;0.00;0.00;548.00;2.00;0.00;0.00;0.00;0.00
SYNCOPE;4;0.80;0.00;0.01;Naive Bayes;no feature selection;threshold;no resample;2.00;7.00;538.00;3.00;0.22;0.40;0.69;0.28
SYNCOPE;5;0.83;0.00;0.13;Naive Bayes;no feature selection;threshold;no resample;72.00;473.00;7.00;0.00;0.13;1.00;0.51;0.00
SYNCOPE;6;0.86;0.03;0.07;Naive Bayes;no feature selection;threshold;no resample;39.00;332.00;188.00;0.00;0.11;1.00;0.68;0.07
SYNCOPE;7;0.87;0.03;0.07;Naive Bayes;no feature selection;threshold;no resample;28.00;64.00;456.00;11.00;0.30;0.72;0.80;0.37
SYNCOPE;8;0.86;0.04;0.04;Naive Bayes;no feature selection;threshold;no resample;7.00;34.00;674.00;20.00;0.17;0.26;0.61;0.17
SYNCOPE;9;0.90;0.04;0.05;Naive Bayes;no feature selection;threshold;no resample;9.00;16.00;516.00;17.00;0.36;0.35;0.66;0.32
SYNCOPE;10;0.89;0.04;0.04;Naive Bayes;no feature selection;threshold;no resample;8.00;24.00;682.00;22.00;0.25;0.27;0.62;0.23
SYNCOPE;11;0.90;0.04;0.04;Naive Bayes;no feature selection;threshold;no resample;1.00;1.00;711.00;26.00;0.50;0.04;0.52;0.06
SYNCOPE;12;0.91;0.04;0.48;Naive Bayes;no feature selection;threshold;no resample;2.00;0.00;389.00;352.00;1.00;0.01;0.50;0.01
SYNCOPE;13;0.91;0.08;0.62;Naive Bayes;no feature selection;threshold;no resample;211.00;2.00;281.00;254.00;0.99;0.45;0.72;0.38
SYNCOPE;14;0.92;0.13;0.70;Naive Bayes;no feature selection;threshold;no resample;464.00;12.00;215.00;70.00;0.97;0.87;0.91;0.76
SYNCOPE;15;0.93;0.17;0.04;Naive Bayes;no feature selection;threshold;no resample;32.00;502.00;227.00;0.00;0.06;1.00;0.66;0.04
SYNCOPE;16;0.95;0.16;0.03;Naive Bayes;no feature selection;threshold;no resample;9.00;57.00;488.00;6.00;0.14;0.60;0.75;0.19
SYNCOPE;17;0.93;0.16;0.72;Naive Bayes;no feature selection;threshold;no resample;31.00;0.00;214.00;518.00;1.00;0.06;0.53;0.03
SYNCOPE;18;0.94;0.19;0.62;Naive Bayes;no feature selection;threshold;no resample;416.00;122.00;171.00;54.00;0.77;0.89;0.73;0.49
SYNCOPE;19;0.93;0.22;0.81;Naive Bayes;no feature selection;threshold;no resample;358.00;2.00;167.00;346.00;0.99;0.51;0.75;0.28
SYNCOPE;20;0.94;0.26;0.82;Naive Bayes;no feature selection;threshold;no resample;150.00;0.00;165.00;578.00;1.00;0.21;0.60;0.09
SYNCOPE;21;0.94;0.29;0.13;Naive Bayes;no feature selection;threshold;no resample;51.00;345.00;435.00;68.00;0.13;0.43;0.49;-0.01
SYNCOPE;22;0.94;0.28;0.99;Naive Bayes;no feature selection;threshold;no resample;25.00;0.00;13.00;864.00;1.00;0.03;0.51;0.00
SYNCOPE;23;0.95;0.32;0.99;Naive Bayes;no feature selection;threshold;no resample;891.00;0.00;5.00;8.00;1.00;0.99;1.00;0.55
SYNCOPE;24;0.95;0.36;1.00;Naive Bayes;no feature selection;threshold;no resample;906.00;0.00;4.00;1.00;1.00;1.00;1.00;0.89
SYNCOPE;25;0.95;0.39;0.03;Naive Bayes;no feature selection;threshold;no resample;23.00;889.00;0.00;0.00;0.03;1.00;0.50;0.00
SYNCOPE;26;0.93;0.37;0.01;Naive Bayes;no feature selection;threshold;no resample;1.00;130.00;1295.00;12.00;0.01;0.08;0.49;-0.00
SYNCOPE;27;0.93;0.35;0.01;Naive Bayes;no feature selection;threshold;no resample;0.00;6.00;1563.00;8.00;0.00;0.00;0.00;0.00
SYNCOPE;28;0.93;0.32;0.01;Naive Bayes;no feature selection;threshold;no resample;0.00;9.00;1648.00;25.00;0.00;0.00;0.00;0.00
SYNCOPE;29;0.93;0.30;0.07;Naive Bayes;no feature selection;threshold;no resample;5.00;4.00;1589.00;113.00;0.56;0.04;0.52;0.07
SYNCOPE;30;0.93;0.29;0.01;Naive Bayes;no feature selection;threshold;no resample;1.00;9.00;1728.00;13.00;0.10;0.07;0.53;0.08
MEAN;;;;;;;;;124.73;101.33;533.70;113.17;0.43;0.41;0.54;0.18
;;;;;;;;;;;;;;;;
SYNCOPE;1;0.50;0.00;0.00;Naive Bayes;no feature selection;sensitive learning;no resample;0.00;0.00;547.00;2.00;0.00;0.00;0.00;0.00
SYNCOPE;2;0.67;0.00;0.00;Naive Bayes;no feature selection;sensitive learning;no resample;0.00;0.00;547.00;2.00;0.00;0.00;0.00;0.00
SYNCOPE;3;0.75;0.00;0.00;Naive Bayes;no feature selection;sensitive learning;no resample;0.00;0.00;548.00;2.00;0.00;0.00;0.00;0.00
SYNCOPE;4;0.80;0.00;0.01;Naive Bayes;no feature selection;sensitive learning;no resample;2.00;8.00;537.00;3.00;0.20;0.40;0.94;0.26
SYNCOPE;5;0.83;0.00;0.13;Naive Bayes;no feature selection;sensitive learning;no resample;72.00;477.00;3.00;0.00;0.13;1.00;0.65;0.00
SYNCOPE;6;0.86;0.03;0.07;Naive Bayes;no feature selection;sensitive learning;no resample;39.00;332.00;188.00;0.00;0.11;1.00;0.79;0.07
SYNCOPE;7;0.87;0.03;0.07;Naive Bayes;no feature selection;sensitive learning;no resample;28.00;65.00;455.00;11.00;0.30;0.72;0.90;0.36
SYNCOPE;8;0.86;0.04;0.04;Naive Bayes;no feature selection;sensitive learning;no resample;7.00;34.00;674.00;20.00;0.17;0.26;0.72;0.17
SYNCOPE;9;0.90;0.04;0.05;Naive Bayes;no feature selection;sensitive learning;no resample;9.00;16.00;516.00;17.00;0.36;0.35;0.87;0.32
SYNCOPE;10;0.89;0.04;0.04;Naive Bayes;no feature selection;sensitive learning;no resample;8.00;24.00;682.00;22.00;0.25;0.27;0.75;0.23
SYNCOPE;11;0.90;0.04;0.04;Naive Bayes;no feature selection;sensitive learning;no resample;1.00;1.00;711.00;26.00;0.50;0.04;0.63;0.06
SYNCOPE;12;0.91;0.04;0.48;Naive Bayes;no feature selection;sensitive learning;no resample;2.00;0.00;389.00;352.00;1.00;0.01;0.55;0.01
SYNCOPE;13;0.91;0.08;0.62;Naive Bayes;no feature selection;sensitive learning;no resample;211.00;2.00;281.00;254.00;0.99;0.45;0.73;0.38
SYNCOPE;14;0.92;0.13;0.70;Naive Bayes;no feature selection;sensitive learning;no resample;464.00;12.00;215.00;70.00;0.97;0.87;0.91;0.76
SYNCOPE;15;0.93;0.17;0.04;Naive Bayes;no feature selection;sensitive learning;no resample;32.00;502.00;227.00;0.00;0.06;1.00;0.66;0.04
SYNCOPE;16;0.95;0.16;0.03;Naive Bayes;no feature selection;sensitive learning;no resample;9.00;58.00;487.00;6.00;0.13;0.60;0.85;0.18
SYNCOPE;17;0.93;0.16;0.72;Naive Bayes;no feature selection;sensitive learning;no resample;31.00;0.00;214.00;518.00;1.00;0.06;0.53;0.03
SYNCOPE;18;0.94;0.19;0.62;Naive Bayes;no feature selection;sensitive learning;no resample;416.00;122.00;171.00;54.00;0.77;0.89;0.92;0.49
SYNCOPE;19;0.93;0.22;0.81;Naive Bayes;no feature selection;sensitive learning;no resample;358.00;2.00;167.00;346.00;0.99;0.51;0.99;0.28
SYNCOPE;20;0.94;0.26;0.82;Naive Bayes;no feature selection;sensitive learning;no resample;150.00;0.00;165.00;578.00;1.00;0.21;0.98;0.09
SYNCOPE;21;0.94;0.29;0.13;Naive Bayes;no feature selection;sensitive learning;no resample;51.00;345.00;435.00;68.00;0.13;0.43;0.51;-0.01
SYNCOPE;22;0.94;0.28;0.99;Naive Bayes;no feature selection;sensitive learning;no resample;25.00;0.00;13.00;864.00;1.00;0.03;0.03;0.00
SYNCOPE;23;0.95;0.32;0.99;Naive Bayes;no feature selection;sensitive learning;no resample;891.00;0.00;5.00;8.00;1.00;0.99;0.99;0.55
SYNCOPE;24;0.95;0.36;1.00;Naive Bayes;no feature selection;sensitive learning;no resample;906.00;0.00;4.00;1.00;1.00;1.00;1.00;0.89
SYNCOPE;25;0.95;0.39;0.03;Naive Bayes;no feature selection;sensitive learning;no resample;23.00;889.00;0.00;0.00;0.03;1.00;0.44;0.00
SYNCOPE;26;0.93;0.37;0.01;Naive Bayes;no feature selection;sensitive learning;no resample;1.00;130.00;1295.00;12.00;0.01;0.08;0.46;-0.00
SYNCOPE;27;0.93;0.35;0.01;Naive Bayes;no feature selection;sensitive learning;no resample;0.00;6.00;1563.00;8.00;0.00;0.00;0.00;0.00
SYNCOPE;28;0.93;0.32;0.01;Naive Bayes;no feature selection;sensitive learning;no resample;0.00;9.00;1648.00;25.00;0.00;0.00;0.00;0.00
SYNCOPE;29;0.93;0.30;0.07;Naive Bayes;no feature selection;sensitive learning;no resample;5.00;4.00;1589.00;113.00;0.56;0.04;0.79;0.07
SYNCOPE;30;0.93;0.29;0.01;Naive Bayes;no feature selection;sensitive learning;no resample;1.00;9.00;1728.00;13.00;0.10;0.07;0.69;0.08
MEAN;;;;;;;;;124.73;101.57;533.47;113.17;0.43;0.41;0.61;0.18
;;;;;;;;;;;;;;;;
SYNCOPE;1;0.67;0.50;0.00;Naive Bayes;no feature selection;no sensitive;Oversampling;0.00;0.00;547.00;2.00;0.00;0.00;0.00;0.00
SYNCOPE;2;0.80;0.50;0.00;Naive Bayes;no feature selection;no sensitive;Oversampling;2.00;37.00;510.00;0.00;0.05;1.00;0.94;0.09
SYNCOPE;3;0.86;0.50;0.00;Naive Bayes;no feature selection;no sensitive;Oversampling;2.00;42.00;506.00;0.00;0.05;1.00;0.94;0.08
SYNCOPE;4;0.89;0.50;0.01;Naive Bayes;no feature selection;no sensitive;Oversampling;4.00;59.00;486.00;1.00;0.06;0.80;0.94;0.10
SYNCOPE;5;0.91;0.50;0.13;Naive Bayes;no feature selection;no sensitive;Oversampling;72.00;478.00;2.00;0.00;0.13;1.00;0.65;0.00
SYNCOPE;6;0.92;0.50;0.07;Naive Bayes;no feature selection;no sensitive;Oversampling;39.00;479.00;41.00;0.00;0.08;1.00;0.80;0.01
SYNCOPE;7;0.93;0.50;0.07;Naive Bayes;no feature selection;no sensitive;Oversampling;38.00;186.00;334.00;1.00;0.17;0.97;0.89;0.19
SYNCOPE;8;0.92;0.50;0.04;Naive Bayes;no feature selection;no sensitive;Oversampling;7.00;45.00;663.00;20.00;0.13;0.26;0.73;0.14
SYNCOPE;9;0.95;0.50;0.05;Naive Bayes;no feature selection;no sensitive;Oversampling;10.00;28.00;504.00;16.00;0.26;0.38;0.87;0.27
SYNCOPE;10;0.94;0.50;0.04;Naive Bayes;no feature selection;no sensitive;Oversampling;9.00;39.00;667.00;21.00;0.19;0.30;0.75;0.19
SYNCOPE;11;0.94;0.50;0.04;Naive Bayes;no feature selection;no sensitive;Oversampling;1.00;2.00;710.00;26.00;0.33;0.04;0.64;0.06
SYNCOPE;12;0.95;0.50;0.48;Naive Bayes;no feature selection;no sensitive;Oversampling;6.00;0.00;389.00;348.00;1.00;0.02;0.55;0.02
SYNCOPE;13;0.95;0.50;0.62;Naive Bayes;no feature selection;no sensitive;Oversampling;396.00;256.00;27.00;69.00;0.61;0.85;0.73;-0.06
SYNCOPE;14;0.95;0.50;0.70;Naive Bayes;no feature selection;no sensitive;Oversampling;465.00;12.00;215.00;69.00;0.97;0.87;0.91;0.76
SYNCOPE;15;0.95;0.50;0.04;Naive Bayes;no feature selection;no sensitive;Oversampling;32.00;502.00;227.00;0.00;0.06;1.00;0.66;0.04
SYNCOPE;16;0.97;0.50;0.03;Naive Bayes;no feature selection;no sensitive;Oversampling;13.00;141.00;404.00;2.00;0.08;0.87;0.85;0.11
SYNCOPE;17;0.96;0.50;0.72;Naive Bayes;no feature selection;no sensitive;Oversampling;42.00;0.00;214.00;507.00;1.00;0.08;0.53;0.04
SYNCOPE;18;0.96;0.50;0.62;Naive Bayes;no feature selection;no sensitive;Oversampling;435.00;124.00;169.00;35.00;0.78;0.93;0.92;0.53
SYNCOPE;19;0.96;0.50;0.81;Naive Bayes;no feature selection;no sensitive;Oversampling;675.00;2.00;167.00;29.00;1.00;0.96;0.99;0.89
SYNCOPE;20;0.96;0.50;0.82;Naive Bayes;no feature selection;no sensitive;Oversampling;350.00;0.00;165.00;378.00;1.00;0.48;0.99;0.25
SYNCOPE;21;0.96;0.50;0.13;Naive Bayes;no feature selection;no sensitive;Oversampling;89.00;638.00;142.00;30.00;0.12;0.75;0.51;-0.02
SYNCOPE;22;0.96;0.50;0.99;Naive Bayes;no feature selection;no sensitive;Oversampling;23.00;0.00;13.00;866.00;1.00;0.03;0.03;0.00
SYNCOPE;23;0.96;0.50;0.99;Naive Bayes;no feature selection;no sensitive;Oversampling;891.00;0.00;5.00;8.00;1.00;0.99;0.99;0.55
SYNCOPE;24;0.96;0.50;1.00;Naive Bayes;no feature selection;no sensitive;Oversampling;906.00;0.00;4.00;1.00;1.00;1.00;1.00;0.89
SYNCOPE;25;0.96;0.50;0.03;Naive Bayes;no feature selection;no sensitive;Oversampling;23.00;889.00;0.00;0.00;0.03;1.00;0.44;0.00
SYNCOPE;26;0.94;0.50;0.01;Naive Bayes;no feature selection;no sensitive;Oversampling;12.00;1347.00;78.00;1.00;0.01;0.92;0.47;-0.00
SYNCOPE;27;0.94;0.50;0.01;Naive Bayes;no feature selection;no sensitive;Oversampling;0.00;11.00;1558.00;8.00;0.00;0.00;0.00;0.00
SYNCOPE;28;0.95;0.50;0.01;Naive Bayes;no feature selection;no sensitive;Oversampling;0.00;13.00;1644.00;25.00;0.00;0.00;0.00;0.00
SYNCOPE;29;0.95;0.50;0.07;Naive Bayes;no feature selection;no sensitive;Oversampling;9.00;6.00;1587.00;109.00;0.60;0.08;0.79;0.12
SYNCOPE;30;0.95;0.50;0.01;Naive Bayes;no feature selection;no sensitive;Oversampling;1.00;12.00;1725.00;13.00;0.08;0.07;0.70;0.07
MEAN;;;;;;;;;151.73;178.27;456.77;86.17;0.39;0.59;0.67;0.18
;;;;;;;;;;;;;;;;
SYNCOPE;1;0.67;0.50;0.00;Naive Bayes;no feature selection;threshold;Oversampling;0.00;0.00;547.00;2.00;0.00;0.00;0.00;0.00
SYNCOPE;2;0.80;0.50;0.00;Naive Bayes;no feature selection;threshold;Oversampling;0.00;0.00;547.00;2.00;0.00;0.00;0.00;0.00
SYNCOPE;3;0.86;0.50;0.00;Naive Bayes;no feature selection;threshold;Oversampling;0.00;0.00;548.00;2.00;0.00;0.00;0.00;0.00
SYNCOPE;4;0.89;0.50;0.01;Naive Bayes;no feature selection;threshold;Oversampling;3.00;36.00;509.00;2.00;0.08;0.60;0.77;0.12
SYNCOPE;5;0.91;0.50;0.13;Naive Bayes;no feature selection;threshold;Oversampling;72.00;478.00;2.00;0.00;0.13;1.00;0.50;0.00
SYNCOPE;6;0.92;0.50;0.07;Naive Bayes;no feature selection;threshold;Oversampling;39.00;340.00;180.00;0.00;0.10;1.00;0.67;0.07
SYNCOPE;7;0.93;0.50;0.07;Naive Bayes;no feature selection;threshold;Oversampling;33.00;100.00;420.00;6.00;0.25;0.85;0.83;0.31
SYNCOPE;8;0.92;0.50;0.04;Naive Bayes;no feature selection;threshold;Oversampling;7.00;35.00;673.00;20.00;0.17;0.26;0.60;0.17
SYNCOPE;9;0.95;0.50;0.05;Naive Bayes;no feature selection;threshold;Oversampling;9.00;22.00;510.00;17.00;0.29;0.35;0.65;0.28
SYNCOPE;10;0.94;0.50;0.04;Naive Bayes;no feature selection;threshold;Oversampling;9.00;27.00;679.00;21.00;0.25;0.30;0.63;0.24
SYNCOPE;11;0.94;0.50;0.04;Naive Bayes;no feature selection;threshold;Oversampling;1.00;1.00;711.00;26.00;0.50;0.04;0.52;0.06
SYNCOPE;12;0.95;0.50;0.48;Naive Bayes;no feature selection;threshold;Oversampling;3.00;0.00;389.00;351.00;1.00;0.01;0.50;0.01
SYNCOPE;13;0.95;0.50;0.62;Naive Bayes;no feature selection;threshold;Oversampling;263.00;2.00;281.00;202.00;0.99;0.57;0.78;0.49
SYNCOPE;14;0.95;0.50;0.70;Naive Bayes;no feature selection;threshold;Oversampling;464.00;12.00;215.00;70.00;0.97;0.87;0.91;0.76
SYNCOPE;15;0.95;0.50;0.04;Naive Bayes;no feature selection;threshold;Oversampling;32.00;502.00;227.00;0.00;0.06;1.00;0.66;0.04
SYNCOPE;16;0.97;0.50;0.03;Naive Bayes;no feature selection;threshold;Oversampling;9.00;75.00;470.00;6.00;0.11;0.60;0.73;0.14
SYNCOPE;17;0.96;0.50;0.72;Naive Bayes;no feature selection;threshold;Oversampling;39.00;0.00;214.00;510.00;1.00;0.07;0.54;0.04
SYNCOPE;18;0.96;0.50;0.62;Naive Bayes;no feature selection;threshold;Oversampling;424.00;123.00;170.00;46.00;0.78;0.90;0.74;0.51
SYNCOPE;19;0.96;0.50;0.81;Naive Bayes;no feature selection;threshold;Oversampling;389.00;2.00;167.00;315.00;0.99;0.55;0.77;0.32
SYNCOPE;20;0.96;0.50;0.82;Naive Bayes;no feature selection;threshold;Oversampling;164.00;0.00;165.00;564.00;1.00;0.23;0.61;0.10
SYNCOPE;21;0.96;0.50;0.13;Naive Bayes;no feature selection;threshold;Oversampling;52.00;359.00;421.00;67.00;0.13;0.44;0.49;-0.01
SYNCOPE;22;0.96;0.50;0.99;Naive Bayes;no feature selection;threshold;Oversampling;23.00;0.00;13.00;866.00;1.00;0.03;0.51;0.00
SYNCOPE;23;0.96;0.50;0.99;Naive Bayes;no feature selection;threshold;Oversampling;891.00;0.00;5.00;8.00;1.00;0.99;1.00;0.55
SYNCOPE;24;0.96;0.50;1.00;Naive Bayes;no feature selection;threshold;Oversampling;906.00;0.00;4.00;1.00;1.00;1.00;1.00;0.89
SYNCOPE;25;0.96;0.50;0.03;Naive Bayes;no feature selection;threshold;Oversampling;23.00;889.00;0.00;0.00;0.03;1.00;0.50;0.00
SYNCOPE;26;0.94;0.50;0.01;Naive Bayes;no feature selection;threshold;Oversampling;10.00;1022.00;403.00;3.00;0.01;0.77;0.53;0.00
SYNCOPE;27;0.94;0.50;0.01;Naive Bayes;no feature selection;threshold;Oversampling;0.00;6.00;1563.00;8.00;0.00;0.00;0.00;0.00
SYNCOPE;28;0.95;0.50;0.01;Naive Bayes;no feature selection;threshold;Oversampling;0.00;9.00;1648.00;25.00;0.00;0.00;0.00;0.00
SYNCOPE;29;0.95;0.50;0.07;Naive Bayes;no feature selection;threshold;Oversampling;6.00;4.00;1589.00;112.00;0.60;0.05;0.52;0.08
SYNCOPE;30;0.95;0.50;0.01;Naive Bayes;no feature selection;threshold;Oversampling;1.00;11.00;1726.00;13.00;0.08;0.07;0.53;0.07
MEAN;;;;;;;;;129.07;135.17;499.87;108.83;0.42;0.45;0.55;0.17
;;;;;;;;;;;;;;;;
SYNCOPE;1;0.67;0.50;0.00;Naive Bayes;no feature selection;sensitive learning;Oversampling;0.00;0.00;547.00;2.00;0.00;0.00;0.00;0.00
SYNCOPE;2;0.80;0.50;0.00;Naive Bayes;no feature selection;sensitive learning;Oversampling;0.00;0.00;547.00;2.00;0.00;0.00;0.00;0.00
SYNCOPE;3;0.86;0.50;0.00;Naive Bayes;no feature selection;sensitive learning;Oversampling;0.00;0.00;548.00;2.00;0.00;0.00;0.00;0.00
SYNCOPE;4;0.89;0.50;0.01;Naive Bayes;no feature selection;sensitive learning;Oversampling;3.00;37.00;508.00;2.00;0.08;0.60;0.94;0.12
SYNCOPE;5;0.91;0.50;0.13;Naive Bayes;no feature selection;sensitive learning;Oversampling;72.00;478.00;2.00;0.00;0.13;1.00;0.65;0.00
SYNCOPE;6;0.92;0.50;0.07;Naive Bayes;no feature selection;sensitive learning;Oversampling;39.00;340.00;180.00;0.00;0.10;1.00;0.80;0.07
SYNCOPE;7;0.93;0.50;0.07;Naive Bayes;no feature selection;sensitive learning;Oversampling;33.00;100.00;420.00;6.00;0.25;0.85;0.89;0.31
SYNCOPE;8;0.92;0.50;0.04;Naive Bayes;no feature selection;sensitive learning;Oversampling;7.00;35.00;673.00;20.00;0.17;0.26;0.73;0.17
SYNCOPE;9;0.95;0.50;0.05;Naive Bayes;no feature selection;sensitive learning;Oversampling;9.00;22.00;510.00;17.00;0.29;0.35;0.87;0.28
SYNCOPE;10;0.94;0.50;0.04;Naive Bayes;no feature selection;sensitive learning;Oversampling;9.00;27.00;679.00;21.00;0.25;0.30;0.75;0.24
SYNCOPE;11;0.94;0.50;0.04;Naive Bayes;no feature selection;sensitive learning;Oversampling;1.00;1.00;711.00;26.00;0.50;0.04;0.64;0.06
SYNCOPE;12;0.95;0.50;0.48;Naive Bayes;no feature selection;sensitive learning;Oversampling;3.00;0.00;389.00;351.00;1.00;0.01;0.55;0.01
SYNCOPE;13;0.95;0.50;0.62;Naive Bayes;no feature selection;sensitive learning;Oversampling;263.00;2.00;281.00;202.00;0.99;0.57;0.73;0.49
SYNCOPE;14;0.95;0.50;0.70;Naive Bayes;no feature selection;sensitive learning;Oversampling;464.00;12.00;215.00;70.00;0.97;0.87;0.91;0.76
SYNCOPE;15;0.95;0.50;0.04;Naive Bayes;no feature selection;sensitive learning;Oversampling;32.00;502.00;227.00;0.00;0.06;1.00;0.66;0.04
SYNCOPE;16;0.97;0.50;0.03;Naive Bayes;no feature selection;sensitive learning;Oversampling;9.00;75.00;470.00;6.00;0.11;0.60;0.85;0.14
SYNCOPE;17;0.96;0.50;0.72;Naive Bayes;no feature selection;sensitive learning;Oversampling;39.00;0.00;214.00;510.00;1.00;0.07;0.53;0.04
SYNCOPE;18;0.96;0.50;0.62;Naive Bayes;no feature selection;sensitive learning;Oversampling;424.00;123.00;170.00;46.00;0.78;0.90;0.92;0.51
SYNCOPE;19;0.96;0.50;0.81;Naive Bayes;no feature selection;sensitive learning;Oversampling;389.00;2.00;167.00;315.00;0.99;0.55;0.99;0.32
SYNCOPE;20;0.96;0.50;0.82;Naive Bayes;no feature selection;sensitive learning;Oversampling;164.00;0.00;165.00;564.00;1.00;0.23;0.99;0.10
SYNCOPE;21;0.96;0.50;0.13;Naive Bayes;no feature selection;sensitive learning;Oversampling;52.00;359.00;421.00;67.00;0.13;0.44;0.51;-0.01
SYNCOPE;22;0.96;0.50;0.99;Naive Bayes;no feature selection;sensitive learning;Oversampling;23.00;0.00;13.00;866.00;1.00;0.03;0.03;0.00
SYNCOPE;23;0.96;0.50;0.99;Naive Bayes;no feature selection;sensitive learning;Oversampling;891.00;0.00;5.00;8.00;1.00;0.99;0.99;0.55
SYNCOPE;24;0.96;0.50;1.00;Naive Bayes;no feature selection;sensitive learning;Oversampling;906.00;0.00;4.00;1.00;1.00;1.00;1.00;0.89
SYNCOPE;25;0.96;0.50;0.03;Naive Bayes;no feature selection;sensitive learning;Oversampling;23.00;889.00;0.00;0.00;0.03;1.00;0.44;0.00
SYNCOPE;26;0.94;0.50;0.01;Naive Bayes;no feature selection;sensitive learning;Oversampling;10.00;1022.00;403.00;3.00;0.01;0.77;0.47;0.00
SYNCOPE;27;0.94;0.50;0.01;Naive Bayes;no feature selection;sensitive learning;Oversampling;0.00;6.00;1563.00;8.00;0.00;0.00;0.00;0.00
SYNCOPE;28;0.95;0.50;0.01;Naive Bayes;no feature selection;sensitive learning;Oversampling;0.00;9.00;1648.00;25.00;0.00;0.00;0.00;0.00
SYNCOPE;29;0.95;0.50;0.07;Naive Bayes;no feature selection;sensitive learning;Oversampling;6.00;4.00;1589.00;112.00;0.60;0.05;0.79;0.08
SYNCOPE;30;0.95;0.50;0.01;Naive Bayes;no feature selection;sensitive learning;Oversampling;1.00;11.00;1726.00;13.00;0.08;0.07;0.70;0.07
MEAN;;;;;;;;;129.07;135.20;499.83;108.83;0.42;0.45;0.61;0.17
;;;;;;;;;;;;;;;;
SYNCOPE;1;0.01;0.50;0.00;Naive Bayes;no feature selection;no sensitive;Undersampling;0.00;0.00;547.00;2.00;0.00;0.00;0.00;0.00
SYNCOPE;2;0.01;0.50;0.00;Naive Bayes;no feature selection;no sensitive;Undersampling;0.00;0.00;547.00;2.00;0.00;0.00;0.00;0.00
SYNCOPE;3;0.02;0.50;0.00;Naive Bayes;no feature selection;no sensitive;Undersampling;0.00;0.00;548.00;2.00;0.00;0.00;0.00;0.00
SYNCOPE;4;0.03;0.50;0.01;Naive Bayes;no feature selection;no sensitive;Undersampling;4.00;132.00;413.00;1.00;0.03;0.80;0.87;0.04
