VersionID,VersionName,Path,Size,LOC_Touched,AVGLocAdded,LocAdded,MaxLocAdded,ChgSetSize,MaxChgSetSize,AVGChgSetSize,NumRevisions,NumBugFixed,NAuth,Age,Buggyness
1,1.0.0-incubating,console/src/main/java/org/apache/syncope/console/pages/ExecMessageModalPage.java,10,0,0.0,0,0,0,0,0,0,0,0,0,false
1,1.0.0-incubating,console/src/main/java/org/apache/syncope/console/pages/HomePage.java,8,0,0.0,0,0,0,0,0,0,0,0,0,false
1,1.0.0-incubating,console/src/main/java/org/apache/syncope/console/pages/Login.java,183,6,1.0,3,1,558,442,186,3,0,2,0,false
1,1.0.0-incubating,console/src/main/java/org/apache/syncope/console/pages/Logout.java,16,0,0.0,0,0,0,0,0,0,0,0,0,false
1,1.0.0-incubating,console/src/main/java/org/apache/syncope/console/pages/MembershipModalPage.java,42,124,10.0,70,25,1128,451,161,7,0,4,0,false
1,1.0.0-incubating,console/src/main/java/org/apache/syncope/console/pages/NotificationModalPage.java,190,190,8.0,102,32,1918,451,159,12,0,4,0,false
1,1.0.0-incubating,console/src/main/java/org/apache/syncope/console/pages/NotificationTaskModalPage.java,41,0,0.0,0,0,0,0,0,0,0,0,0,false
1,1.0.0-incubating,console/src/main/java/org/apache/syncope/console/pages/PolicyModalPage.java,145,106,8.0,62,24,1094,451,156,7,0,3,0,false
1,1.0.0-incubating,console/src/main/java/org/apache/syncope/console/pages/PropagationTaskModalPage.java,18,0,0.0,0,0,0,0,0,0,0,0,0,false
1,1.0.0-incubating,console/src/main/java/org/apache/syncope/console/pages/ReportExecResultDownloadModalPage.java,38,6,2.0,4,2,915,451,305,3,0,2,0,false
1,1.0.0-incubating,console/src/main/java/org/apache/syncope/console/pages/ReportModalPage.java,431,829,40.0,449,130,1393,451,126,11,0,3,0,false
1,1.0.0-incubating,console/src/main/java/org/apache/syncope/console/pages/ReportletConfModalPage.java,263,258,17.0,136,46,1124,451,140,8,0,3,0,false
1,1.0.0-incubating,console/src/main/java/org/apache/syncope/console/pages/Reports.java,357,225,25.0,129,33,1206,451,241,5,0,2,0,false
1,1.0.0-incubating,console/src/main/java/org/apache/syncope/console/pages/ResourceModalPage.java,83,241,6.0,131,38,2388,451,125,19,0,4,0,false
1,1.0.0-incubating,console/src/main/java/org/apache/syncope/console/pages/Resources.java,343,60,10.0,30,10,734,442,244,3,0,2,0,false
1,1.0.0-incubating,console/src/main/java/org/apache/syncope/console/pages/RoleModalPage.java,74,144,10.0,81,29,1131,451,141,8,0,4,0,false
1,1.0.0-incubating,console/src/main/java/org/apache/syncope/console/pages/Roles.java,54,193,23.0,116,46,1360,451,194,7,0,4,0,false
1,1.0.0-incubating,console/src/main/java/org/apache/syncope/console/pages/SchedTaskModalPage.java,29,24,2.0,12,4,1013,451,168,6,0,3,0,false
1,1.0.0-incubating,console/src/main/java/org/apache/syncope/console/pages/Schema.java,567,84,8.0,42,14,852,442,170,5,0,3,0,false
1,1.0.0-incubating,console/src/main/java/org/apache/syncope/console/pages/SchemaModalPage.java,216,186,13.0,104,38,1077,451,134,8,0,3,0,false
1,1.0.0-incubating,console/src/main/java/org/apache/syncope/console/pages/StatusModalPage.java,70,102,9.0,59,22,1069,451,178,6,0,3,0,false
1,1.0.0-incubating,console/src/main/java/org/apache/syncope/console/pages/SyncTaskModalPage.java,69,104,6.0,47,22,1093,451,156,7,0,3,0,false
1,1.0.0-incubating,console/src/main/java/org/apache/syncope/console/pages/TaskModalPage.java,159,346,21.0,196,73,1279,451,142,9,1,3,0,true
1,1.0.0-incubating,console/src/main/java/org/apache/syncope/console/pages/Tasks.java,131,82,6.0,41,13,853,442,142,6,0,3,0,true
1,1.0.0-incubating,console/src/main/java/org/apache/syncope/console/pages/Todo.java,337,66,11.0,33,11,734,442,244,3,0,2,0,false
1,1.0.0-incubating,console/src/main/java/org/apache/syncope/console/pages/UserModalPage.java,121,107,6.0,62,21,1420,451,157,9,0,4,0,false
1,1.0.0-incubating,console/src/main/java/org/apache/syncope/console/pages/UserRequestModalPage.java,88,33,5.0,17,6,817,442,272,3,0,2,0,false
1,1.0.0-incubating,console/src/main/java/org/apache/syncope/console/pages/UserTemplateModalPage.java,31,0,0.0,0,0,0,0,0,0,0,0,0,false
1,1.0.0-incubating,console/src/main/java/org/apache/syncope/console/pages/Users.java,97,27,2.0,14,4,1360,451,194,7,0,4,0,false
1,1.0.0-incubating,console/src/main/java/org/apache/syncope/console/pages/VirtualSchemaModalPage.java,69,70,11.0,44,20,943,451,235,4,0,3,0,false
1,1.0.0-incubating,console/src/main/java/org/apache/syncope/console/pages/WelcomePage.java,17,0,0.0,0,0,0,0,0,0,0,0,0,false
1,1.0.0-incubating,console/src/main/java/org/apache/syncope/console/pages/panels/AccountInformationPanel.java,30,0,0.0,0,0,0,0,0,0,0,0,0,false
1,1.0.0-incubating,console/src/main/java/org/apache/syncope/console/pages/panels/AttributesPanel.java,189,33,5.0,15,7,918,451,306,3,0,2,0,false
1,1.0.0-incubating,console/src/main/java/org/apache/syncope/console/pages/panels/DerivedAttributesPanel.java,116,118,12.0,60,20,850,442,170,5,0,3,0,false
1,1.0.0-incubating,console/src/main/java/org/apache/syncope/console/pages/panels/JQueryTabbedPanel.java,14,0,0.0,0,0,0,0,0,0,0,0,0,false
1,1.0.0-incubating,console/src/main/java/org/apache/syncope/console/pages/panels/NotificationTasks.java,164,334,23.0,184,59,1323,451,165,8,0,3,0,false
1,1.0.0-incubating,console/src/main/java/org/apache/syncope/console/pages/panels/PoliciesPanel.java,223,75,7.0,38,10,1210,451,242,5,0,3,0,false
1,1.0.0-incubating,console/src/main/java/org/apache/syncope/console/pages/panels/PolicyBeanPanel.java,178,36,3.0,18,6,1038,451,173,6,0,2,0,false
1,1.0.0-incubating,console/src/main/java/org/apache/syncope/console/pages/panels/PropagationTasks.java,166,372,22.0,205,67,1370,451,137,10,0,4,0,false
1,1.0.0-incubating,console/src/main/java/org/apache/syncope/console/pages/panels/ResourceConnConfPanel.java,185,6,1.0,3,1,558,442,186,3,0,2,0,false
1,1.0.0-incubating,console/src/main/java/org/apache/syncope/console/pages/panels/ResourceDetailsPanel.java,148,169,14.0,89,32,982,451,163,6,0,3,0,false
1,1.0.0-incubating,console/src/main/java/org/apache/syncope/console/pages/panels/ResourceMappingPanel.java,309,1496,40.0,771,93,2422,451,127,19,0,4,0,false
1,1.0.0-incubating,console/src/main/java/org/apache/syncope/console/pages/panels/ResourceSecurityPanel.java,119,42,5.0,21,7,952,451,238,4,0,3,0,false
1,1.0.0-incubating,console/src/main/java/org/apache/syncope/console/pages/panels/ResourcesPanel.java,40,27,3.0,14,5,922,451,230,4,0,2,0,false
1,1.0.0-incubating,console/src/main/java/org/apache/syncope/console/pages/panels/ResultSetPanel.java,333,241,15.0,137,46,1329,451,147,9,0,4,0,false
